Name,Domain,Industry Groups,Description,Employees,Street,City,Country,company_clean,Final Email
"Corner Workspace Solutions, LLC",letscorner.com,BUSINESS_PRODUCTS_AND_SERVICES:0.91,"Corner Work Company specializes in transforming office spaces for businesses and startups. Their main services include workspace consultation, office planning, furniture installation, and management of facilities such as offices, workstations, and storage. They focus on creating tailored workspaces that reflect the unique culture of each client, ensuring productivity and a strong workplace culture without charging rent.",11-50,,,US,Corner Workspace Solutions,douglas@letscorner.com
Lighthouse Storage,lighthousestorage.net,REAL_ESTATE:0.94,"Lighthouse Storage offers self-storage facilities across Indiana and Kentucky, providing a variety of sizes for individuals and businesses. Their units range from small to large storage options, suitable for seasonal gear, household furniture, travel gear, and outdoor equipment. Key features include drive-up units with easy access, climate-controlled environments, security cameras, bright exterior lighting, and competitive rates. Customers can rent spaces online or visit multiple locations, making it convenient for quick and hassle-free moving in and out.",11-50,1440 10Th Street,Tell City,US,Lighthouse Storage,info@lighthousestorage.net
Living Abroad,livingabroad.com,"BUSINESS_PRODUCTS_AND_SERVICES:0.38, EDUCATION:0.25","Living Abroad is a platform that provides comprehensive information and cultural training for global workforce, particularly corporate relocation services. It offers tailored reports on over 240 destinations worldwide, including essential travel tips, safety advice, and social customs. Key features include an online learning platform for cultural understanding, customizable destination reports, and tools to support business travelers and assignees in navigating the complexities of international work abroad. The service aims to streamline the relocation process by offering accurate and culturally relevant resources for both assignees and their families.",11-50,501 Westport Ave,Norwalk,US,Living Abroad,globalhq@livingabroad.com
LP Printing,lpprinting.com,BUSINESS_PRODUCTS_AND_SERVICES:0.96,"LP Printing is a commercial printing company that offers a variety of printing services for both small and large projects. Their main functionalities include digital printing, sheet-based printing, and fast turnaround options, with products like posters, banners, and trade show panels available on the same day or next day. Key features include a full-service mail management system, customizable print runs, and a commitment to quality through advanced color coating technology. The company also provides graphic design services and storage solutions to streamline product delivery.",11-50,3029 Crossview Dr.,Houston,US,LP Printing,info@lpprinting.com
White Glove Logistics Inc.,lucalogistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.91,"White Glove Logistics Inc. specializes in premium last-mile logistics for fine art, high-end furniture, and luxury goods. Their main services include nationwide shipping, custom crating, project coordination, and real-time tracking of shipments to ensure careful handling and placement of items during transit. They cater to over 500 interior designers and showrooms across the United States, providing tailored logistics solutions that prioritize museum-level care and customer satisfaction. Key features include a 99.2% damage-free rate, climate-controlled storage, and comprehensive insurance coverage for all deliveries.",1-10,18700 S Laurel Park Rd,Rancho Dominguez,US,White Glove Logistics,info@lucalogistics.com
Machine Logistics,machinelogistics.net,"SUPPLY_CHAIN_AND_PROCUREMENT:0.71, BUSINESS_PRODUCTS_AND_SERVICES:0.21","Critical Relocation Machinery is a global contractor specializing in the international relocation and installation of manufacturing machinery. They offer services such as electrical and mechanical decommissioning, production line re-installations, and safety protocols for critical equipment like hydraulic hoses and fire hoses. The company operates across all 50 states and provides 24/7 support, ensuring seamless logistics and compliance with industry standards while minimizing downtime. Their approach includes engineering planning, risk analysis, and comprehensive documentation to facilitate efficient operations at various locations worldwide.",1-10,2415 East Camelback Road,Phoenix,US,Machine Logistics,247production.support@machinelogistics.net
Maplegreen Moving & Delivery,maplegreenmoving.ca,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Maplegreen Moving is a London-based moving company that offers a range of relocation services for both residential and commercial clients. Their main functionalities include full relocation, packing, loading, unpacking, and shipping, as well as long-distance moving and logistics solutions. Customers can obtain an instant online quote through the website, and they provide all necessary equipment such as dollies and blankets to support their moves. The company emphasizes customer satisfaction and aims to deliver professional service throughout the relocation process.",1-10,60 Capulet Ln,London,CA,Maplegreen Moving & Delivery,info@maplegreenmoving.ca
McIntyre Group,mcintyregrp.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.57, CONSTRUCTION:0.42","McIntyre Group provides commercial interior installations and warehousing solutions for businesses across North America. Their services include office furniture, architectural walls, custom acoustics, and retail interiors, all managed by an integrated warehouse system that ensures reliable storage and distribution. They also offer project management support to help clients navigate the complexities of office renovations and ensure predictable installation outcomes.",11-50,825 Trillium Drive,Kitchener,CA,McIntyre Group,info@mcintyregrp.com
MD Transportation Group,mdtransportationgroup.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"MD Transportation Group provides a range of moving services including local, long distance, commercial, and storage solutions. Their main functionality is to facilitate the movement of goods across various locations in the United States and Canada, ensuring timely and reliable service for both domestic and international moves. Key features include customized logistics plans, online tracking of moves, and a consultative approach to hiring staff for moving needs. They also offer specialized services such as household goods transportation and supply chain management.",11-50,4625 Lindell Blvd,Saint Louis,US,MD Transportation Group,info@mdtransportationgroup.com
"M. Dyer & Sons, Inc.",mdyerglobal.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"M. Dyer Global is a moving company that offers relocation, storage, and logistics services for individuals and businesses in Hawaii. Their main functionality includes local and international moving, express shipping, and warehousing solutions tailored to the needs of various clients such as families, corporations, and military personnel. Key features include professional packing and crating, customs clearance assistance, and a focus on safe and reliable moving experiences throughout the move process.",11-50,98-054 Kuleana Rd,Pearl City,US,M. Dyer & Sons,info@mdyerglobal.com
Mercury Logistics and Transportation,mercurylt.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"Mercury Logistics and Transportation is a B2B transportation service based in Michigan that specializes in home furnishing delivery. They manage the entire process, including receiving, inspecting, warehousing, delivering, and installation of items. Additionally, they offer repair services for furniture and other components, ensuring quality control and customer satisfaction. Their approach focuses on outsourcing logistics tasks to help designers and businesses efficiently handle their orders.",1-10,28854 Wall St,Wixom,US,Mercury Logistics and Transportation,info@mercurylt.com
Merion Services,merionservices.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"Merion Services offers a range of moving and storage solutions for both residential and business clients. Their main services include home moving, business storage, and packing supplies, with options like a Box Calculator to determine needs. They provide secure storage facilities, ensure timely delivery, and offer free quotes for their services. Additionally, Merion focuses on customer satisfaction through ongoing improvement and support.",1-10,2017 Merion Created By,Richboro,US,Merion Services,rlabenski@merionservices.com
Merit Global Finished Products,meritgfp.com,"CONSTRUCTION:0.71, SUPPLY_CHAIN_AND_PROCUREMENT:0.12","Merit Global is a company that provides material delivery and installation services for various projects, including residential, commercial, medical, and government sectors. Their main functionality includes managing the entire process from planning and coordination to project completion, ensuring timely delivery and quality service. Key features include a focus on customer satisfaction, competitive pricing, and a commitment to efficient logistics for both small and large-scale projects.",11-50,,Augusta,US,Merit Global Finished Products,info@meritgfp.com
Mesa Systems Inc.,mesasystems.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"Mesa Systems Inc. is a logistics solutions company that provides moving services and transportation for corporate, commercial, and residential clients. Their offerings include household and commercial moving, international moving, military move management, and global logistics services. With over 50 years of experience, they focus on customer satisfaction and ensure the safe and efficient transport of items across various locations in the United States.",1-10,681 Railroad Blvd.,Grand Junction,US,Mesa Systems,info@trivergix.com
Managed Facility Solutions,mfs.team,BUSINESS_PRODUCTS_AND_SERVICES:0.9,"Managed Facility Solutions (MFS) offers commercial moving services for office spaces in San Jose and Austin. Their main functionality includes simplifying the relocation process for businesses, managing logistics, and providing facility management support before, during, and after moves. Key features include specialized moving services such as corporate relocations, secure storage, and specialized packing solutions, all aimed at enhancing operational efficiency and reducing disruptions for clients across various industries.",11-50,128 Denton Drive,Austin,US,Managed Facility Solutions,info@mfs.team
Miles Agee,milesagee.com,REAL_ESTATE:0.96,"Miles Agee is a real estate service that helps homeowners sell their properties quickly and affordably. The process involves submitting property details, receiving a no-obligation cash offer within 24 hours, and closing on the property in 7 days or less. Key features include no repairs required, fair pricing, no commissions, and support for various property types such as foreclosures, mortgages, and inherited properties. Miles Agee operates nationwide across the U.S., providing services to buyers who may face financial challenges like foreclosure or relocation.",11-50,11312 Fawn Lake Pkwy,Spotsylvania,US,Miles Agee,miles@milesagee.com
Mittmann Furniture Delivery Inc.,mittmann.ca,"SUPPLY_CHAIN_AND_PROCUREMENT:0.41, RETAIL:0.26","Mittmann Furniture Delivery Inc. is a service that specializes in the pick-up, delivery, placement, and installation of home and office furniture in Ontario, primarily within the Greater Toronto Area. They offer warehousing and storage solutions for furniture from both local and global manufacturers. The company has been operating since 1962 and emphasizes customer satisfaction through experienced staff and reliable service.",11-50,50 Modern Road,Toronto,CA,Mittmann Furniture Delivery,info@mittmann.ca
"Mobility Empowered, Inc.",mobilityempowered.com,HUMAN_RESOURCES:1.0,"Mobility Empowered is a platform designed to streamline the relocation process for employees and employers. It connects companies with vetted suppliers for various relocation packages, including temporary assignments, long-term contracts, and permanent moves. Key features include onboarding support for talent management, housing search options, automated moving services, compliance assistance, and data insights through a customizable dashboard. The platform also offers tools for comparing rates and managing moving logistics, reducing administrative costs and improving overall efficiency in the relocation experience.",11-50,1800 Wazee Street,Denver,US,Mobility Empowered,marketing@mobilityempowered.com
Moving Office Equipment,moetrans.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"Moving Office Equipment (MOE) provides transportation and storage services for office equipment, including copier lease return, office-to-office transport, hard drive replacement, and disposal. Their trained professionals ensure secure and efficient handling of sensitive items across the United States through a network of interconnecting warehouses. MOE offers free quotes and tracking services to help clients manage their moving needs effectively.",11-50,2920 4Th Avenue,Columbus,US,Moving Office Equipment,orders@moetrans.com
"Morreale Real Estate Services, Inc.",morrealeres.com,REAL_ESTATE:0.95,"Morreale Real Estate Services, Inc. is a family-owned company that offers relocation and real estate solutions for individuals and businesses looking to buy or sell properties. They provide customized services such as mortgage assistance, home valuation, and property management through their proprietary software platform, which allows clients to manage their own documents online and access them 24/7. The company emphasizes collaboration with clients to create tailored strategies based on best practices and local market conditions.",11-50,4606 Centerview Drive,San Antonio,US,Morreale Real Estate Services,lynnmenzie@morrealeres.com
"Morway's Moving and Storage, Inc.",morwaysmoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Morway's Moving and Storage is a full-service moving company that offers packing, unpacking, and storage solutions for local, interstate, and commercial moves. They provide a range of moving supplies and materials, ensuring secure and efficient storage options through their warehouse or MODS facilities. The company emphasizes customer service throughout the move process, from pre-move preparation to post-m relocations, and offers free estimates for potential clients.",1-10,165 Shunpike Rd.,Williston,US,Morway's Moving and Storage,info@morwaysmoving.com
Mosby Movers,mosbymovers.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.98,"Mosby Movers is a moving company based in Baltimore County, MD, offering a range of moving and shipping services for both residential and commercial clients. Their main functionalities include local, long-distance, senior, piano, furniture, and home staging services. They provide flat rates with no hidden fees or taxes, ensuring a stress-free moving experience through reliable service and expert transportation of goods. Additionally, Mosby Mo Moving offers packing services, furniture assembly, and car shipping solutions to facilitate the logistics of moving needs.",1-10,9962 Liberty Road,Randallstown,US,Mosby Movers,info@mosbymovers.com
Move4U,move4u.com,SOFTWARE:1.0,"Move4U offers a suite of digital tools designed to streamline the relocation process for moving companies and customers. Their main products include SurveyPro for conducting virtual moving estimates, CrewPro for managing inventory, and ClaimApp for handling moving claims efficiently. Additionally, Move4U provides a real-time performance dashboard called MoveDashboard that allows users to monitor operations in real-world conditions. The company aims to enhance efficiency and customer satisfaction throughout the move process.",11-50,4130 Salisbury Rd. Suite 1240,Jacksonville,US,Move4U,support@move4u.com
American Interstate Relocation Specialists LLC,moveairs.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"MoveAIRS is a moving service that provides comprehensive moving solutions for individuals and businesses. It offers a range of services including long-distance moving, professional packing, storage, furniture assembly, and vehicle transportation. The company utilizes a carrier feedback system to ensure accurate quotes and personalized moving plans tailored to customer needs, while also providing secure storage options and 24/7 monitoring for belongings. Customers can easily request quotes online or through local coordinators, and the service includes features like free shipping on all moves and dedicated support throughout the moving process.",1-10,2421 Production Drive,Indianapolis,US,American Interstate Relocation Specialists,support@moveairs.com
MoveHQ Inc.,movehq.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"MoveHQ is a software platform designed for moving and storage companies. It integrates customer relationship management (CRM) with warehouse operations, allowing teams to manage all aspects of customer interactions in real-time. Key features include mobile barcoding for tracking movements within warehouses and an electronic inventory app for drivers to streamline their processes. The system aims to save time and improve operational efficiency by ensuring accurate tracking of goods and facilitating easy product management.",11-50,234 N 5Th St,Columbus,US,MoveHQ,support@movehq.com
Move Hub,movehub.org,SUPPLY_CHAIN_AND_PROCUREMENT:0.86,"Move Hub is a family-owned moving company that assists clients in planning and booking their moves. They provide personalized quotes for various types of moves, ensuring customer satisfaction through exceptional service and support. Move Hub works with screened carriers to ensure quality service and simplifies the move process for customers. Their offerings include full truckload services and full service options tailored to individual needs.",11-50,500 S Australian Ave,West Palm Beach,US,Move Hub,enquiry@maxxpace.com
Mover Search Marketing,moversearchmarketing.com,ADVERTISING_AND_MARKETING:0.95,"Mover Search Marketing is a digital marketing agency that specializes in services for moving companies. It offers local search optimization, AI-driven content creation, website design, and targeted Google Ads to help move businesses increase their online visibility and generate qualified leads. The agency conducts technical audits to identify SEO issues, creates mobile-friendly websites tailored for the moving industry, and provides ongoing support to ensure effective marketing strategies.",11-50,1317 Edgewater Dr,Orlando,US,Mover Search Marketing,sales@moversearchmarketing.com
"Five Star Moving & Storage, Inc.",movewithfivestar.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Five Star Moving & Storage, Inc. is a moving company based in the Mid-Ohio Valley that offers a range of services for both residential and commercial clients. Their main functionalities include household and commercial moving, long-distance interstate moving, packing and unpacking services, warehouse storage, and distribution. They specialize in specialized moves such as medical equipment relocation, corporate relocations, and hot tub moving, providing professional movers and reliable storage solutions tailored to meet customer needs. The company also offers free estimates and has over 30 years of experience in the industry, serving various counties across Ohio and surrounding states.",11-50,,Marietta,US,Five Star Moving & Storage,sales@movewithfivestar.com
Moving2Canada,moving2canada.com,MEDIA:0.88,"Moving2Canada is a resource platform designed to assist individuals moving to Canada, particularly those transitioning from other countries. It offers tools and guidance for job seekers, immigration consultants, and students, including resume templates, interview tips, and access to exclusive offers. The site also provides educational resources on various immigration programs, such as Express Entry and Provincial Nominee Programs, aimed at helping newcomers secure jobs and build their Canadian dreams. Users can access these resources through a free account and receive updates on new products and events related to the immigration process.",11-50,1111 Beach Avenue,Vancouver,CA,Moving2Canada,contact@moving2canada.com
NY International Shipping,movingoversea.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.92,"NY International Shipping is a family-owned company that specializes in international moving and logistics services. They offer a range of options including door-to-door shipping, customs handling, and secure storage solutions for residential, business, government, and military relocations. Key features include a cost calculator to estimate shipping costs, customized packing and transport services, and comprehensive support throughout the relocation process, ensuring a smooth transition from new homes abroad. With over 30 years of experience, NY International Shipping focuses on providing reliable and efficient logistics solutions tailored to client needs.",11-50,111 John St.,New York,US,NY International Shipping,info@nyshipping.com
Moving Presence,movingpresence.com,"ENTERTAINMENT:0.77, WELLNESS_AND_LIFESTYLE:0.13","Moving Presence is a platform that offers events and resources focused on social art, consciousness, and embodiment. It features various public events such as workshops, classes, and community gatherings aimed at promoting wellness and collective awareness. Users can find information about upcoming events, contact details for inquiries, and access resources related to various cultural projects and community initiatives. The site also highlights specific programs like the Mountain Dance Festival and the End of the End-of-The-World-Dance Sale.",11-50,,Boulder,US,Moving Presence,mov.pres@gmail.com
MovingPro,movingpro.net,SUPPLY_CHAIN_AND_PROCUREMENT:0.87,"MovingPro.net is a software solution designed for managing moving and storage processes. It offers features such as customer relations management, local dispatch for dispatchers, long-distance relocation dispatching, and various reporting tools to support informed business decisions. Users can access packages, download a free trial, and utilize the platform to streamline their operations and improve efficiency in moving logistics.",11-50,402 Ocean Pkwy,Brooklyn,US,MovingPro,info@movingpro.net
Moving Pro Inc,movingproinc.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.98,"Moving Pro Inc is a local moving company based in Los Angeles that offers packing, transportation, and pre-move services for residential and commercial moves. Their main functionality includes providing tailored moving solutions, handling heavy lifting, and ensuring the safe transport of belongings across the country. Key features include personalized customer service, transparent pricing, and a commitment to safety and efficiency throughout the moving process. They cater to various neighborhoods in California, including West LA and Woodland Hills.",1-10,557 Vernon Ave,Venice,US,Moving Pro,info@movingproinc.com
N&N Moving Supplies,movingsuppliesusa.com,E-COMMERCE:1.0,"N&N Moving Supplies is an online retailer that offers a wide range of moving and packaging supplies. The website features various categories including office and industrial packaging, hand trucks, specialty equipment, home protection products, truck and cargo rental equipment, and moving accessories. Customers can browse and purchase items such as bubble wrap, moving blankets, and custom fit covers, all designed to assist with the packing process for businesses in managing their belongings effectively.",11-50,4141 Nashville Office 931 Robinson Rd.,Nashville,US,N&N Moving Supplies,atlanta@movingsuppliesusa.com
Moving Survey,movingsurvey.app,"SOFTWARE:0.57, SAAS:0.43","Moving Survey is a mobile app designed for businesses to create and manage customer surveys and estimates for moving services. Users can easily input their moving information, schedule moves, and receive notifications via email or WhatsApp when they are not satisfied with the service. The platform allows companies to quickly generate reports on customer behavior and offers features like fast delivery of survey results and easy management of moving-related inquiries.",11-50,,,US,Moving Survey,contact@cacira.com
Moving Targets,movingtargets.com,ADVERTISING_AND_MARKETING:0.95,"Moving Targets offers customizable marketing services tailored for small to medium-sized businesses. Their main functionalities include direct mail, geofencing advertising, social media ads, and email marketing, all designed to reach specific target audiences effectively. Key features include a hyper-targeted mailing list, custom design, and integrated print and digital campaigns, all aimed at enhancing customer engagement and return on investment. The company also provides resources such as newsletters and promotional emails to support business growth.",11-50,812 Chestnut Street,Perkasie,US,Moving Targets,letstalk@movingtargets.com
"Linda Craft & Team, REALTORS",movingtoraleigh.com,REAL_ESTATE:1.0,"Kaiapoi Monograms is a service that offers embroidery and monogramming solutions for personal wear and corporate apparel. It provides a variety of products including clothing, promotional items, and heat setting services. The company has over 18 years of experience in the industry and focuses on delivering high-quality materials and personalized customer service to meet individual needs. Customers can browse their product catalog and contact the team for inquiries or assistance.",11-50,7300 Six Forks Rd,Raleigh,US,"Linda Craft & Team, REALTORS",service@lindacraft.com
Transparent International,movingtransparent.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.91,"Transparent International Movers is a moving company that specializes in international relocation services for individuals and businesses. They offer a range of services including household moving, corporate moving, car transportation, furniture moving, door-to-door delivery, packing and crating, and import/export solutions. With over 60 years of experience, their team provides reliable logistics support, ensuring smooth transitions and efficient handling of belongings abroad. The company emphasizes transparency and aims to meet the specific needs of clients while maintaining high standards of service.",1-10,31-00 47Th Avenue,Long Island City,US,Transparent International,info@movingtransparent.com
My International Movers,myinternationalmovers.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.88,"My International Movers is a moving company that provides international relocation services by air, land, and sea. Their main functionality includes packing, vehicle shipping, storage, and moving insurance for families relocating abroad. They offer personalized moving assistance, flexible shipping options, and a range of accessories to support the move process. The company emphasizes customer satisfaction with a background check and reliable service, ensuring that all staff are licensed and insured for safe handling of international moves.",1-10,,San Francisco,US,My International Movers,info@myinternationalmovers.com
Nap Giroux,napgiroux.ca,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Nap Giroux is a moving company based in Quebec City that specializes in various relocation services for residential, commercial, and industrial clients. Their main offerings include local, express, and international relocations, as well as packaging, storage, and delivery services. They utilize a fleet of small trucks and specialized equipment to ensure efficient and safe moving operations. The company has over 20 years of experience and operates throughout Canada, focusing on personalized service and effective communication with customers during their moves.",1-10,299 Rue Joly,Quebec,CA,Nap Giroux,info@napgiroux.com
National City Transfer and Storage,nationalcitytrans.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"The World Moves is a moving and storage service that offers solutions for both residential and commercial moves, including the sale of furniture and packing materials. They provide secure long-term storage options with over 1,500 square feet of warehouse space in California and offer specialized services such as free shipping on orders over $100 and assistance with obtaining necessary permits through their partnership with the National City Transfer (NCCT) program. The company emphasizes customer satisfaction and has been operating since 1952, serving clients across various locations in California.",1-10,2150 Mckinley Ave.,National City,US,National City Transfer and Storage,info@nationalcitytrans.com
True North Realty,nctruenorthrealty.com,REAL_ESTATE:1.0,"True North Realty is a real estate agency that assists clients in buying, selling, and relocating in North Carolina. The agency offers services such as home valuation, marketing strategies, and access to featured listings across various communities in the region. Key features include personalized client service, a focus on high-quality property listings, and resources for both buyers and sellers, including mortgage pre-approval forms and auction information. True North Realtors also provides free strategy calls and maintains an active presence online to keep clients informed about market trends and transactions.",11-50,1 N Center St,Hickory,US,True North Realty,jeff@nctruenorthrealty.com
Next Step Relocation & Logistics Inc,nextsteprelo.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Next Step Relocation & Logistics Inc is a 3PL provider that offers residential and commercial relocation services. Their main functionality includes assisting clients with the entire moving process, from product delivery to installation, ensuring safety and efficiency during the move. Key features include well-maintained storage facilities for valuable items, trained technicians for asset recovery, and a commitment to providing a stress-free experience for clients.",1-10,2015 Mckenzie Dr,Carrollton,US,Next Step Relocation & Logistics,smclain@nextsteprelo.com
Next Wave Logistics,nextwavelogistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"Next Wave Logistics is a logistics company that offers a range of services including aviation logistics, commercial relocation, trade show logistics, and asset management. Their main functionality is to manage the entire transaction chain, ensuring seamless inventory flow and timely delivery. Key features include innovative technology for tracking inventory throughout transitions, project management support, and tailored logistics solutions for businesses looking to enhance their operational efficiency.",1-10,2140 Hall Johnson Rd,Grapevine,US,Next Wave Logistics,bill@nextwavelogistics.com
Nika Web Agency,nikawebagency.com,ADVERTISING_AND_MARKETING:0.95,"Nika Web is a digital marketing agency that specializes in helping home service contractors and businesses improve their online presence. The agency offers services such as local SEO, custom website design, targeted PPC campaigns, Google Business Profile optimization, and AI-driven customer support. Their process involves analyzing business needs, creating tailored content, developing websites with responsive designs, and implementing marketing strategies to attract more customers and increase revenue. Nika Web also provides ongoing support and analytics to optimize advertising campaigns for better return on investment.",11-50,,Houston,US,Nika Web Agency,info@nikawebagency.com
Nomad Group,nomadgroup.io,REAL_ESTATE:1.0,"Not Your Grandpa's Cabin is a luxury cabin located in Ouachita National Forest, offering accommodations for up to 9 guests. The cabin features two master bedrooms, three bathrooms, and an indoor kitchen with double ovens, as well as a large outdoor deck with a gas fireplace and hot tub. Guests can enjoy high-speed internet, pet-friendly policies, surveillance cameras, and additional amenities like laundry service and Wi-Fi. The property is conveniently situated near local attractions and activities, making it suitable for families and groups seeking a getaway.",11-50,276 5Th Avenue,New York,US,Nomad Group,hello@nomadgroup.io
"Number 1 Auto Transport Group, INC",number1autotransport.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"Number 1 Auto Transport is a nationwide auto transport service that specializes in the transportation of cars, motorcycles, and heavy equipment across the United States. The company offers a range of shipping options including open car transport, enclosed auto transport, classic car transport (such as auction transport), and specialized services for exotic vehicles and military cargo. Key features include instant quotes, a price lock guarantee, live agents for customer support, and a commitment to timely delivery with guaranteed pickup and inspection by trained drivers.",11-50,1745 13101 Preston Rd,Dallas,US,Number 1 Auto Transport Group,info@number1autotransport.com
Commercial Relocation Network,officemovingcrn.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.45, BUSINESS_PRODUCTS_AND_SERVICES:0.45","The Commercial Relocation Network (CRN) is a network of relocation providers that offers a variety of services including office moving, computer services, data center relocations, healthcare facilities installation, and recycling. The platform connects members with over 60 top relocation companies in the U.S., providing resources for prospecting, order processing, closing, and packing. CRN also features a member-built resource library and industry trends to keep members informed about new technologies and best practices in their relocation needs.",11-50,5727 Baker Way Nw,Gig Harbor,US,Commercial Relocation Network,melissa@aminc.org
Chester County Bar Association Partnership,officeserviceco.com,"SUPPLY_CHAIN_AND_PROCUREMENT:0.78, BUSINESS_PRODUCTS_AND_SERVICES:0.05","OSC - Chesco Bar is a vendor that provides office supplies, promotional products, and move management services for the Chester County Bar Association. They offer a wide range of products including customizable items, branded apparel, and furniture, as well as integrated solutions for office needs. OSC also assists with project management, delivery, installation, and warehousing, ensuring comprehensive support throughout the moving process. Their services include online ordering, local customer service, and no minimum order requirement.",11-50,1009 Brookside Rd.,Allentown,US,Chester County Bar Association Partnership,corp@officeservicecompany.com
One Way Packing & Shipping,onewaypacking.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"OneWay Packing & Shipping is a logistics service specializing in the transportation and warehousing of high-end furniture, fine art, and antiques. They offer white glove delivery services for fragile items, including packing, crating, and installation tailored to client needs. With over 20 years of experience, their fleet includes modern technology such as GPS tracking and temperature monitoring, ensuring reliable handling and storage of valuables across the United States and Europe.",1-10,,Los Angeles,US,One Way Packing & Shipping,info@onewaypacking.com
Pacific Logistics & Relocation,pacificlogisticsrelocation.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Pacific Logistics & Relocation offers a range of logistics and relocation services in Sacramento and the Central Valley region of California. Their main functionalities include office moving, warehouse relocations, project management, shipping and handling, last-mile delivery, and warehousing solutions. With over 150 years of experience, they focus on providing tailored logistics solutions that meet specific client needs while ensuring timely and reliable service.",11-50,4820 Lang Avenue,Mcclellan,US,Pacific Logistics & Relocation,info@pacificlr.com
PACKgistics,packgistics.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.94,"PACKgistics is a logistics company that specializes in warehouse relocation, FF&E installations and rollouts, and on-site project management. Their main functionality includes managing the entire lifecycle of operations from site assessments to operational stabilization, ensuring minimal downtime for various industries such as retail, manufacturing, healthcare, and construction. Key features include multi-location rollouts for new store openings, zero-day shutdown options, and tailored solutions for complex moving needs, along with comprehensive support for labor coordination, inventory flow, and risk planning.",1-10,3861 Domestic Ave,Naples,US,PACKgistics,solutions@packgistics.com
"Pacific Express, Inc.",pacxpress.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Pacific Express, Inc. is a logistics company that offers shipping and transportation services across the United States. Their main functionalities include international relocation, customs clearance for goods overseas, and cargo transportation through a global network. Key features include online quotes for shipping costs, specialized personnel and equipment, and a focus on safe and reliable delivery solutions tailored to various industries such as automotive and e-billing.",1-10,2350 Brickvale Dr.,Elk Grove Village,US,Pacific Express,hd@pacxpress.com
Performance Asset Management,pammke.com,REAL_ESTATE:1.0,"Performance Asset Management is a property management company based in Milwaukee that specializes in residential marketing, resident screening, rent collection, maintenance, and eviction services for property owners and investors. The service includes comprehensive market analysis, move-in inspections, financial reporting, and a leasing guarantee that if residents do not meet expectations, the company covers legal costs associated with evictions. They focus on providing transparent communication and tailored solutions to enhance the return on investment for their clients while ensuring timely payment and effective tenant support.",11-50,777 N Jefferson St,Milwaukee,US,Performance Asset Management,residents@pammke.com
Partopia Express Courier Services,partopiaexpressnyc.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.93,"Partopia Express Courier Services is a courier, warehousing, and logistics company based in the Bronx, New York, specializing in small to mid-sized parcel deliveries and moving for businesses and institutions like schools and hospitals. They offer same-day or rush delivery options, as well as next-day storage for items that can be stored the next day. Their moving services include packing, unpacking, lifting, and installing belongings at their clients' locations, ensuring efficient and hassle-free transportation while maintaining low pricing policies.",1-10,1601 E. Gun Hill Road,Bronx,US,Partopia Express Courier Services,service@partopiaexpressnyc.com
Pep Move,pepmove.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"Pep Move is a moving company and 3PL logistics services that specializes in the transportation, storage, and management of office equipment across various sectors including healthcare, IT, medical, and telecommunications. The company offers specialized moving services for sensitive items such as office furniture, medical equipment, and retail fixtures, ensuring safe transport and timely delivery of goods. Key features include a fleet of specially equipped trucks for safe handling of heavy and large equipment, technical support for relocation needs, and comprehensive warehousing solutions tailored to meet customer requirements.",11-50,14603 E Moncrieff Pl,Aurora,US,Pep Move,billing@pepmove.com
