Name,Domain,Industry Groups,Description,Employees,Street,City,Country,company_clean,Final Email
Tranco Global,trancoglobal.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.95,"Tranco Global is a full-service transportation provider that offers logistics solutions for both domestic and international moves. Their services include air full truckload, less-than-truckload, wareage, ocean customs clearance, and direct billing. Tranco connects shippers with experienced representatives who provide 24/7 support and focuses on building long-term relationships with carrier partners to enhance service excellence. The company aims to simplify the logistics process by offering tailored solutions and transparent communication.",51-200,5901 Shallowford Rd,Chattanooga,US,Tranco Global,info@trancoglobal.com
Transition Solutions,transitionsolutions.com,HUMAN_RESOURCES:0.94,"Transition Solutions is a service that assists individuals and employers in navigating career transitions. They offer personalized support through dedicated consultants, job market evaluation, resume management, and training for new job seekers. Key features include the CareerDashboard for real-time tracking of career paths, access to virtual conferencing systems, and a global network with over 300 partner offices across six continents, all designed to meet the specific needs of organizations of various sizes.",51-200,1 Batterymarch Park,Quincy,US,Transition Solutions,info@transitionsolutions.com
University of Cincinnati,uc.edu,EDUCATION:0.94,"The University of Cincinnati (UC) is a public university that offers a wide range of academic programs, including undergraduate and graduate degrees, as well as online courses. It provides resources for admissions, financial aid, student life, and campus life, including scholarships and career development opportunities. UC also hosts various events, conferences, and research initiatives aimed at enhancing the educational experience and community engagement. Additionally, it features a commitment to sustainability and community impact through its initiatives like the Green Dot program, which focuses on energy conservation and environmental responsibility.",10001+,2600 Clifton Ave.,Cincinnati,US,University of Cincinnati,cicalecm@ucmail.uc.edu
"UniGroup, C.A.",unigroup.com,SUPPLY_CHAIN_AND_PROCUREMENT:1.0,"UniGroup, C.A. is a cooperative that provides transportation and logistics solutions for families and businesses across the United States and internationally. It operates several brands, including United Van Lines, Mayflower Transit, and UniGroup Logistics, offering household goods relocation services and supply chain solutions. The company focuses on delivering customized mobility and support to ensure a seamless moving experience for its customers. Additionally, UniGroup offers opportunities for agents and drivers to join their teams as dedicated professionals in the transportation industry.",501-1000,,Fenton,US,"UniGroup, C.A.",eily_cummings@unigroup.com
Universal Relocations,universalrelocations.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.92,"Universal Relocations is a moving company that provides international, interstate, and intrastate relocation services. Their main functionality includes handling everything from removals and logistics to customs clearance for moves between the USA and India. Key features include specialized pet moving services, eco-friendly moving solutions, and a commitment to efficient shipping processes. They also offer flexible storage options and support for families with special needs during the move process.",51-200,5850 Branch R Sham G Lal Read More,Gaithersburg,US,Universal Relocations,ga@universalrelocations.com
Updater,updater.com,"SAAS:0.85, E-COMMERCE:0.07","Updater is a platform that helps businesses sell complex products and services across various channels, including moving services, home improvement, insurance, and more. It offers integrated buyflows that simplify the complexities of selling these items without the need for multiple integrations or technical expertise. Key features include a consumer app for moving professionals, an API for seamless product integration, and tools for managing customer interactions through call centers and websites. Updater aims to streamline the sales process for its partners in the moving industry by centralizing demand and providing reliable distribution options.",201-500,9450 Sw Gemini Dr.,Beaverton,US,Updater,help@updater.com
UsedConex.com,usedconex.com,"E-COMMERCE:0.52, BUSINESS_PRODUCTS_AND_SERVICES:0.3","UsedConex.com is a company that specializes in selling used shipping containers at discounted prices. They offer a variety of container types, including tunnel and open-side containers, which are designed for storage and export purposes. The service includes options for purchasing, renting, modifications, and moving services to ensure safe and functional storage solutions. Customers can browse and purchase different types of shipping containers tailored for various needs, with features such as fully functional doors, minimal repairs, and watertight dimensions.",51-200,5401 West Kennedy Blvd,Tampa,US,UsedConex.com,info@usedconex.com
Velaw,velaw.com,LEGAL:0.92,"velaw is a law firm that provides legal services across various industries, including energy, banking, and corporate matters. The firm specializes in areas such as antitrust, environmental justice, corporate governance, and regulatory compliance. Key features include specialized practice for clients like oil and gas, renewable energy, and healthcare issues, along with resources for students and career development in the legal field. Velaw also offers news updates and educational programs to keep professionals informed about developments in the law.",1001-5000,845 Texas Avenue,Houston,US,Velaw,mholmes@velaw.com
"VIP Transport, Inc.",viptransport.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.92,"VIP Transport is a professional moving company that offers residential, commercial, fine art, life sciences, and specialized logistics services across the United States. They provide transportation management, storage solutions, and climate-controlled warehousing for various needs, including small shipments and large container moves. Key features include guaranteed pricing with no deposits, background-checked crews, real-time temperature monitoring from pickup to delivery, and flexible warehouse terms without upfront fees. VIP Transport serves over 500,000 families and businesses annually, ensuring reliable support throughout the moving process.",51-200,2703 Wardlow Rd,Corona,US,VIP Transport,info@viptransport.com
Virtual Moving Technologies,virtualmovingtechnologies.com,"SOFTWARE:0.29, SAAS:0.18","Virtual Moving Technologies offers a suite of tools designed for virtual moving and relocation services. Their main product, the Virtual Move Survey, allows customers to complete surveys at their convenience or use existing technology for accurate estimates. Additional features include Snapshot AI Turbo for instant move estimates, a mobile app for easy access to expert support, and a focus on reducing in-person customer stress during moves.",51-200,1 2696 Curry Rd.,Schenectady,US,Virtual Moving Technologies,info@virtualmovingtech.com
WareSpace,warespace.com,REAL_ESTATE:0.95,"WareSpace is a rental space provider that offers small, self-storage and distribution spaces for small businesses across 20 cities in the USA. It provides a range of amenities including shared loading docks, climate-controlled facilities, secure WiFi, and 24/7 on-site support. The service allows tenants to rent out their own warehouse units with flexible leasing terms starting at $1,000 per month, with immediate availability available within specific locations. Key features include daily carrier pickup, kitchen and lounge access, secure Wi-Fi, and dedicated management services to assist tenants throughout the rental process.",51-200,10632 Little Patuxent Pkwy,Columbia,US,WareSpace,info@warespace.com
Wayne Moving & Storage,waynemoving.com,SUPPLY_CHAIN_AND_PROCUREMENT:0.92,"Wayne Moving & Storage is a moving and logistics company serving the Tri-State Area. They provide a range of services including corporate relocations, mergers and restacks, healthcare IT relocation, educational moves, household goods relocation, and specialized storage solutions. Their main functionality includes designing custom move plans, managing inventory, and ensuring timely delivery and installation of essential items throughout the relocation process.",51-200,8 Headley Place,Fallsington,US,Wayne Moving & Storage,info@waynemoving.com
Weichert,weichertworkforcemobility.com,HUMAN_RESOURCES:1.0,"Weichert provides corporate relocation and workforce mobility solutions for employees moving globally. Their main services include advisory support, supply chain management, household goods management, and government services tailored to meet the specific needs of businesses. The WeicherT Go platform offers data-driven insights to enhance decision-making and budgeting related to employee relocation programs, while also providing a mobile app called Lump Sum App that facilitates compliance and reporting.",501-1000,1901 Claymoore Park Drive,Houston,US,Weichert,lbakker@voerman.com
Wilkins & Associates Real Estate,wilkins1.com,REAL_ESTATE:0.95,"Wilkins & Associates is a real estate company specializing in residential, commercial, and relocation services in the Poconos region of Pennsylvania. They offer listings for homes, condos, and investment properties, as well as property management services. The team consists of over 100 full-time Realtors who provide buyer and seller support, ensuring clients receive personalized assistance throughout the buying or selling process. Additionally, they have a dedicated Relocation Department that assists with moving within specific communities.",51-200,7164 Route 209,Lehigh Valley,US,Wilkins & Associates Real Estate,info@wilkins1.com
NBS Commercial Interiors,yournbs.com,CONSTRUCTION:0.99,"NBS is an interior integrator that specializes in creating customized commercial and educational spaces. Their main services include architectural construction, floorcovering, furniture design, audiovisual solutions, and cleaning services for various sectors such as corporate, healthcare, and education. NBS focuses on transforming spaces through tailored plans, ensuring productivity, engagement, and innovation, while also providing support for move management and delivery. They offer a range of products including mobile office solutions and interactive learning experiences to enhance workplace experiences.",51-200,2211 Old Earhart Rd,Ann Arbor,US,NBS Commercial Interiors,info@yournbs.com
Zebra Technologies Corp.,zebra.com,COMPUTER_HARDWARE_AND_SEMICONDUCTORS:0.98,"Zebra offers technology solutions designed to enhance operational efficiency across various industries, including retail, healthcare, transportation, and public sector. Their products include mobile devices for asset tracking, inventory management, customer service, and communication, aimed at improving overall business performance and reducing costs. Key features include real-time data capture, automated workflows, and integration with existing systems to streamline processes and improve decision-making. Zebra also provides tailored solutions that support businesses in areas such as field operations, food safety, manufacturing, and government services.",10001+,3 Overlook Point,Lincolnshire,US,Zebra Technologies,trademarks@zebra.com
