"﻿Input:Domain","Input:Accelerator","Input:Cohort","Domain","Name","Industry Groups","Business Model","Keywords","Description","Social URLs","Score","Revenue Range","Employees","Start Date","Street","City","State","Zip","Country","Phones","Public Emails","MX Provider","Redirect Domain","Update Date"
"pally.com","Y Combinator","Summer 2025","pally.com","Pally Technologies, Inc.","SAAS:0.96","B2B:0.77","trip plan:0.34, personal assistant:0.33, group chat:0.32, calendar messages tame:0.31, granola action item:0.25, texter faq:0.23, overdue invoice:0.23, milestone web:0.22, clean summary:0.2, apple device:0.2, reservation slot available:0.19, memory bianca:0.16, right time:0.15, bag marcus bell:0.14, fuentes freelance designer:0.07","Pally is a personal assistant that integrates with various communication tools, such as WhatsApp, Gmail, and Slack. Its main functionality includes managing loose threads, scheduling appointments, and booking events through a single message. Key features include automated reminders for important dates, calendar management, and integration with other applications to streamline workflows and save time on tasks. Pally aims to reduce the number of messages missed and improve productivity by automatically tracking and resolving critical communications.","https://www.linkedin.com/company/pallyai, https://instagram.com/pally, https://x.com/pallyai","293","1-10M","11-50","2019-04-04","643 Teresita Blvd","San Francisco","CA","94127","US","+12132856642","legal@pally.com, privacy@pally.com, support@pally.com","google.com","","2026-07-17"
"pangolin.net","Y Combinator","Summer 2025","pangolin.net","Pangolin","CYBERSECURITY:0.96","B2B:0.87","remote access platform:0.61, clientless browser:0.37, browser access:0.35, trust access:0.34, platform subscribe:0.33, unified access:0.31, open ports iot:0.25, context aware:0.24, iot provisioning:0.22, guide peer:0.22, enterprise ztna:0.19, entire infrastructure:0.12, demo book:0.12, documentation downloads status:0.11, enforce identity:0.08","Pangolin is a secure remote access platform that allows users to connect with applications and infrastructure across various environments, including on-premises, cloud, and edge. It features identity verification for seamless integration with existing systems and provides peer-to-peer connections. The platform supports multiple operating systems such as MacOS, iOS, Windows, Linux, and Android, enabling easy deployment and management of IT infrastructures without the complexities of traditional VPNs.","https://www.linkedin.com/company/digpangolin, https://www.linkedin.com/company/pangolin-net, https://www.youtube.com/@pangolin-net, https://apps.apple.com/us/app/pangolin-client/id6757407406, https://play.google.com/store/apps/details?id=net.pangolin.pangolin","108","1-10M","1-10","2022-03-11","","San Francisco","CA","","US","","numbat@pangolin.net, numbat@fossorial.io, support@pangolin.net, privacy@pangolin.net","google.com","","2026-07-17"
"papr.ai","Techstars","2026","papr.ai","Papr","SAAS:0.96","B2B:0.9, B2C:0.58","search acme:0.56, acme corp:0.51, agents papr:0.48, customers acme:0.47, calls acme:0.47, accounts acme:0.45, deal tool:0.45, agents remember:0.44, papr search:0.43, negotiation phase:0.39, papr memory:0.38, build ai:0.35, policy await:0.32, millions app:0.31, sso comprehensive:0.28","Papr is a platform that transforms data into intelligent context for AI agents to enhance their performance and automate workflows. It allows users to capture, store, and analyze information in structured graphs, making agents better decision-making and faster. Key features include the ability to track interactions through natural language or GraphQL, manage recurring workflows with automation tools, and utilize advanced memory management systems like MAGIC. Papr also offers integration capabilities with other applications and provides security measures such as API keys and context permissions.","https://www.linkedin.com/company/papr.ai, https://twitter.com/papr_ai, https://x.com/papr_ai","179","1-10M","1-10","2020-02-17","","San Francisco","CA","94102","US","","","microsoft.com","","2026-06-24"
"paraquery.com","Y Combinator","Spring 2025","paraquery.com","ParaQuery","BIG_DATA_AND_ANALYTICS:0.6, CLOUD_COMPUTING:0.54","B2B:0.9","gpu clouds:0.53, scalable data processing:0.49, gpus data:0.47, shipping insights:0.3, major clouds:0.3, automatic hardware acceleration:0.27, common tools:0.26, early access:0.24, volume etl:0.21, special considerations:0.17, source spark:0.16, logicjust point:0.15, managing infra:0.13, glove delivery:0.1, use open formats:0.03","ParaQuery is a data processing platform that utilizes Spark and SQL for efficient query management in high-volume data handling using GPU technology. It allows users to run queries at 2x speed while reducing costs by up to 60%. The system integrates seamlessly with various tools, major cloud clouds, and open-source sources without requiring data ingestion or vendor lock-in. Key features include automated data extraction, seamless integration with existing systems, and easy migration of logic into new applications.","https://www.linkedin.com/company/paraquery","79","<1M","1-10","2024-06-01","133-27 39Th Avenue","Flushing","NY","11354","US","+16094694204","win@paraquery.com, paraquery-support@hypermorphic.io","google.com","","2026-07-13"
"paratushealth.org","Y Combinator","Winter 2025","paratushealth.org","Paratus","BIG_DATA_AND_ANALYTICS:0.91, HEALTHCARE:0.76","B2B:0.96","ehr vendor:0.39, paratus spine:0.36, legacy healthcare:0.34, query qualified lead:0.33, data dump:0.21, intent score:0.21, continuous agentic scraping:0.21, operational pain:0.21, rebrand mips:0.2, level accuracy:0.18, new location alamo:0.16, direct line:0.15, fit profile:0.13, buying committee:0.12, live federal attestation:0.11","Paratus is a healthcare buying intelligence platform that helps healthcare professionals identify and connect with potential buyers. It utilizes real-time data from federal and public health records, including Medicare revenue and Sunshine Act payments, to provide accurate targeting strategies for healthcare practices. Key features include automated lead queries, real-world account mapping, performance tracking, and tools for managing sales efforts effectively, all designed to enhance the closing process by leveraging detailed information about healthcare buyers and their operations.","https://www.linkedin.com/company/paratushealth","3","1-10M","1-10","2026-03-12","","Austin","TX","","US","","","","","2026-07-13"
"parse.bot","Y Combinator","Fall 2025","parse.bot","Parse","SAAS:0.97","B2B:0.81, B2C:0.63","search api:0.48, structured api:0.46, overall asteroid dataset:0.39, amenity information:0.31, time product information:0.28, earth imagery:0.28, approach date:0.26, pagination metadata:0.24, apod object:0.21, donki space weather:0.19, facet filtering:0.18, entire internet:0.17, popularity score:0.17, walmart category:0.17, current mortgage:0.1","Parse is a web-based API that allows users to access a wide range of data and APIs from various websites, including Zillow, NASA, Walmart, Amazon, and more. It offers features such as getting product details (such as pricing, descriptions, reviews), trackingNear Earth Object Tracking (NEOs), and accessing real estate information from platforms like Zillows and Microsoft. Users can create custom APIs for specific use cases, including bulk queries or local searches, with options for customization based on specific requirements.","https://www.linkedin.com/company/parsedotbot, https://x.com/parsedotbot","98","1-10M","1-10","2023-12-10","","","","","US","","","google.com","","2026-07-17"
"patentext.com","Alchemist","Class 41","patentext.com","Patentext","LEGAL:0.89, SAAS:0.87","B2B:0.74","patent filing:0.6, patent strategy:0.55, progress concept tech:0.36, document management:0.29, agent disclosure progress:0.28, pending office action:0.24, novel approach:0.22, ai assistance purpose:0.22, ml pipeline:0.2, concept predictive cache:0.19, business relevance evaluation:0.18, drawings specification:0.17, entire portfolio:0.15, real time:0.15, api throttling:0.11","Patentext is a platform designed for startups that quickly files patents. It utilizes existing document management systems and messaging apps to identify potentially patentable ideas in real time, ensuring a structured approach to patent strategy. Key features include predictive cache invalidation for early submissions, AI agents for application drafting, and tracking of portfolio progress through a visual timeline. The service offers various pricing plans based on the number of filings made and the complexity of the filing process.","https://www.linkedin.com/company/patentext","133","1-10M","1-10","2023-06-01","2800 Kalmia Avenue","Boulder","CO","80301","US","","patentext@patentext.com, support@patentext.com","google.com","","2026-07-11"
"patientdesk.ai","Y Combinator","Winter 2026","patientdesk.ai","Patientdesk.ai","HEALTHCARE:0.84, SAAS:0.92","B2B:0.94","dental practice:0.4, ai booking:0.4, cost breakdown:0.39, setup fee:0.37, insurance verification:0.36, friendly payment:0.33, potential revenue:0.29, design live voice:0.27, desk coverage:0.25, min overage:0.24, great service:0.24, manual process:0.11, today real:0.09, new branch:0.09, support self:0.08","Patientdesk.ai is an AI-driven booking system designed for dental practices to manage patient calls and appointments automatically. It automates tasks such as answering calls, insurance verification, and payment collection, providing 24/7 coverage of front desk operations. Key features include automated payment reminders, real-time call tracking, a dashboard for managing patient balances, and integration with various practice management systems. The platform aims to enhance lead generation and revenue growth through effective communication and targeted advertising.","https://x.com/patientdeskai","29","1-10M","1-10","2025-09-28","2261 Last Updated February 6","San Francisco","CA","94114","US","","info@patientdesk.ai","google.com","","2026-07-14"
"payna.com","Y Combinator","Winter 2026","payna.com","Payna","FINANCIAL_SERVICES:0.53, SOFTWARE:0.42","B2B:0.87","program fincen:0.51, compliance regulation:0.44, money transmitter:0.37, filing nmls id:0.36, international licensing:0.3, surety bond threshold:0.28, fees schedule:0.25, exam checklist:0.23, xxx annual report:0.21, net worth:0.19, emi passporting article:0.19, state processing:0.16, entire client:0.16, board resolution:0.13, real pass:0.13","Payna is a compliance operating system designed for financial licensing across all 50 states. It facilitates applications, renewals, maintenance, and monitoring of money transmitters and related regulations. Key features include automated reporting on license requirements, access to various licenses and certificates, and tools for managing banking transactions such as cryptocurrency and mortgages. Payna also offers educational resources and support for users in navigating the complexities of financial licensing.","https://x.com/calcom","73","1-10M","11-50","2022-03-11","","San Francisco","CA","","US","","hello@payna.com","google.com","","2026-06-28"
"paypath.ai","a16z Speedrun","SR006","paypath.ai","PayPath","FINANCIAL_SERVICES:0.9, SAAS:0.96","B2B:0.82","ai agent customer:0.47, compliant onboarding:0.39, core payment:0.38, debt lifecycle:0.37, internal ledger technology:0.33, credit card:0.33, crm migration:0.3, manual chasing:0.29, client management:0.25, account performance:0.24, request demo self:0.21, text message:0.14, summary report:0.11, agjtg tag:0.1, seamless flow:0.08","PayPath is an AI-powered platform designed to automate the entire debt lifecycle for financial institutions. It offers features such as automated enrollment, real-time financial tracking, and a digital assistant that provides guidance and answers to clients. The system integrates with various systems, allowing users to manage client interactions efficiently without manual processes. Additionally, PayPath includes tools like SMS messaging, email relay, and voice communication to enhance customer engagement and streamline operations in the debt management industry.","https://www.linkedin.com/company/paypath","78","1-10M","1-10","2023-09-21","","","","","US","","damianj@yahoo.com, engineering@paypath.ai","google.com","","2026-07-09"
"pencil.dev","a16z Speedrun","SR005","pencil.dev","Pencil","SOFTWARE:0.92","B2B:0.8, B2C:0.51","design canvas:0.59, mcp canvas:0.47, ai singleplayer:0.42, code design:0.37, open design:0.31, new multiplayer:0.27, min demo:0.26, precision prompt:0.2, ship production:0.17, use eula:0.12, high agency:0.11, mcp vector:0.11, css react:0.1, real magic:0.07, open file:0.05","Pencil is a design canvas that integrates with your codebase, allowing developers to create products directly from the source. It offers an open-source design format that allows users to read and modify design files, integrate them with various development environments (IDEs) like Cursor and VSCode, and manage multiple agents for simultaneous design work. Key features include automated design prompts, real-time visualizations of product flows, and tools for managing design elements such as vectors and styles, all aimed at enhancing efficiency and productivity in software development.","","28","1-10M","11-50","2025-09-10","","","","","US","","","google.com","","2026-07-08"
"pensehealth.com","Techstars","2025","pensehealth.com","Pense Health","PHARMACEUTICALS:0.7, SAAS:0.98","B2B:0.92","patient records:0.47, pharma patients resources:0.45, referral productivity platform:0.43, clinical trials:0.42, week patient eligibility:0.42, faster enrollment:0.41, pense health advantage:0.4, instant record access:0.39, patients clarity:0.37, eligibility checks:0.29, hie access:0.28, unified operating:0.25, transparent workflows:0.21, demo book:0.14, reviews smarter:0.12","Pense Health is a platform designed to streamline clinical trial enrollment and referral productivity. It connects sponsors, sites, patients, and recruiting partners through a unified operating layer that enhances coordination and efficiency in the recruitment process. Key features include e-consent access for instant patient records, 24/7 record consolidation for faster enrollment, and automated participant management to improve overall site adoption and compliance with regulations like SOC 2 Type II and HIPAA.","","64","1-10M","1-10","2024-09-26","80 M St Se","Washington","DC","20003","US","","operations@pensehealth.com, info@pensehealth.com","google.com","","2026-07-13"
"pentagon.run","Y Combinator","Spring 2026","pentagon.run","Pentagon","SAAS:0.6, SOFTWARE:0.95","B2B:0.7","token expiry:0.46, token schema:0.36, ai employee deployments:0.34, current jwt implementation:0.31, test suite:0.28, deployment review:0.27, discovery auth module:0.27, teams group agents:0.26, api change:0.25, schema drift:0.22, live status:0.22, approval gate:0.2, sync sprint velocity:0.17, institutional memory:0.11, concurrent requests:0.1","Pentagon is a platform designed to manage AI agents and teams effectively. It provides a workspace for communication, task tracking, and team coordination through various channels such as group conversations and direct messages. Key features include a visual canvas for agent collaboration, automated reminders for tasks, real-time updates on team progress, and the ability to set guardrails to monitor team members' roles and activities. The system supports multiple languages and offers tools for managing agent interactions and performance optimization.","https://x.com/runpentagon","5","<1M","1-10","2026-01-16","","Forge","NY","","US","","privacy@pentagon.run, legal@pentagon.run","google.com","","2026-07-17"
"perceptronml.com","Y Combinator","Summer 2026","perceptronml.com","Perceptron ML, Inc.","SAAS:0.88","B2B:0.85","lead counsel:0.47, autocomplete attorneys:0.45, settlement perceptron:0.44, file perceptron:0.42, fees settlement:0.41, law firms:0.41, perceptron ml:0.4, attorneys case:0.4, lead filed:0.39, regulatory filings:0.39, court systems:0.38, ml automating:0.38, ml firm:0.35, publish complaint:0.34, breach trackers:0.34","The website offers a platform for individuals and businesses seeking legal assistance in various areas of law, including corporate matters. Users can submit their cases through an online form or by contacting the firm directly via phone, email, or WhatsApp. The service includes features such as automated case intake, instant filing options, and access to a wide range of resources related to legal issues and regulatory compliance.","https://www.linkedin.com/company/perceptron-yc, https://x.com/perceptronml","2","1-10M","","2026-05-13","","","","","US","","founders@perceptronml.com","proofpoint.com","","2026-07-13"
"percysleep.com","Techstars","2026","percysleep.com","Percy","HEALTHCARE:0.98, SAAS:0.86","B2B:0.87","sleep healthcare:0.64, sleep therapy:0.64, sleep costs:0.62, proactive sleep:0.58, sleep provider:0.57, treat sleep:0.56, sleep challenges:0.56, sleep issues:0.55, sleep disorders:0.55, behavioral sleep:0.54, sleep related:0.54, impacting sleep:0.53, sleep journal:0.53, sleep lab:0.51, healthcare percy:0.4","Percy is a contactless behavioral measurement system designed to improve sleep therapy by collecting real-time data from the night. It utilizes sensors and an AI-driven algorithm to analyze behavioral and environmental factors affecting sleep, enabling healthcare providers to quickly diagnose and treat sleep disorders without unnecessary medication. Key features include remote monitoring, personalized treatment plans, and a provider dashboard that provides insights into patient sleeping patterns and behavior changes over time.","https://www.linkedin.com/company/percy-sleep-solutions, https://www.facebook.com/percysleep, https://www.instagram.com/sleepwithpercy, https://x.com/sleepwithpercy, https://www.youtube.com/channel/UCSSRpMRcQK0zz4fLv6zmQ7Q","50","1-10M","1-10","2023-08-29","4555 Dexter St Nw","Washington","DC","20007","US","","info@percysleep.com","google.com","","2026-07-09"
"perfectbit.ai","Y Combinator","Spring 2026","perfectbit.ai","perfectbit, inc.","BIG_DATA_AND_ANALYTICS:0.68","B2B:0.68","human annotators:0.41, data breakthroughs:0.41, model capability breakthroughs:0.39, training data train:0.37, foundation model training:0.36, trustworthy data:0.34, proof systems:0.28, oracle databases:0.27, batch integrity:0.25, pilot conversation:0.2, team careers:0.2, natural world:0.17, dense supplements:0.15, executable tests:0.14, noisy web:0.13","Perfect.ai provides specialized training data that focuses on verifier-grounded training for advanced AI models, particularly in natural language and image processing. The service helps model capabilities improve by collecting high-quality data from various verifiers such as proof systems, simulators, and oracle databases, which enhances the performance of complex algorithms. Key features include a structured approach to building agent-verifier loops, delivering data with methodology for verifying models' verifications, and offering insights into machine learning modeling practices through detailed analysis of data patterns.","","1","1-10M","","2026-05-09","2261 Market Street","San Francisco","CA","94114","US","","research@perfectbit.ai","google.com","","2026-07-08"
"perfectly.so","Y Combinator","Winter 2026","perfectly.so","Perfectly","HUMAN_RESOURCES:0.97, SAAS:0.6","B2B:0.91","ai recruiting:0.58, super recruiter:0.51, longterm recruiting partner:0.43, personalized outreach:0.39, growth startups:0.39, best agencies:0.37, tiktok researchers:0.32, access schedule:0.28, dedicated sourcer:0.27, candidate feedback:0.27, advanced recommendation systems:0.25, fill pipeline:0.19, yc demo day:0.18, results faster:0.12, exact tone:0.11","Perfectly is an AI-powered recruiting agency designed to streamline the hiring process for startups. It autonomously sources and sends outreach across various platforms, including LinkedIn and email, while continuously improving candidate selection based on feedback. Key features include a streamlined recruitment pipeline within 24 hours, automated messaging that matches team tone and preferences, and integration with existing recruiting systems to enhance efficiency. The system aims to fill vacant startup roles quickly, reducing the time spent traditional recruiters spend on vetting candidates.","","30","1-10M","11-50","2025-09-11","","San Francisco","CA","","US","","","google.com","","2026-07-08"
"permiguide.com","Techstars","2025","permiguide.com","PermiGuide","GOVERNMENT_SERVICES:0.82, SOFTWARE:0.12","B2B:0.84, B2G:0.7","local zoning:0.66, progress unclear zoning:0.57, land use consultant:0.49, planning department:0.48, city progress unclear:0.45, comprehensive development:0.38, property tax:0.35, resident confusion:0.32, level gis:0.3, backyard unit:0.27, accurate permit application:0.26, fee collection:0.19, legal code:0.17, staff workload:0.15, rooftop solar:0.15","PermiGuide is a platform that provides instant zoning information and permit guidance for properties. It simplifies the process of obtaining permits by allowing residents to enter their property's zoning details before application initiation. The platform automates complex code interpretation using GIS data, offers clear guidelines on project types, and helps cities improve efficiency in managing permitting processes. Key features include automated eligibility checks, real-time updates on zoning rules, and tools for homeowners' needs, all aimed at reducing confusion and increasing revenue for local governments.","https://www.linkedin.com/company/permiguide, https://facebook.com/permiguide, https://www.instagram.com/permiguide","18","1-10M","11-50","2025-07-28","","Atlanta","GA","30301","US","+14782277049","info@permiguide.com","google.com","","2026-07-11"
"perspectiveshealth.ai","Y Combinator","Summer 2025","perspectiveshealth.ai","Perspectives Health, Inc.","HEALTHCARE:0.97, SAAS:0.96","B2B:0.81","nightly audits perspectives:0.55, patients audit:0.54, behavioral health clinic:0.44, health platform:0.4, clinical record:0.39, utilization reviews:0.37, treatment plan:0.36, live review:0.35, review script:0.34, hours scribe user:0.32, demo perspectives:0.3, unlimited charts:0.2, issues overtime:0.18, smart goals:0.1, complete ur:0.03","Perspectives Health is an AI-driven platform designed for behavioral health clinics. It reviews every chart, generates urgent urgent urgent reports (URs), and provides scribe services to streamline documentation processes. Key features include nightly audits, automated UR management, integration with existing EMR systems, and the ability to manage multiple clinic locations efficiently. The platform aims to enhance patient care by ensuring timely and effective documentation while minimizing administrative burdens on clinicians.","https://www.linkedin.com/company/perspectives-health","78","1-10M","1-10","2025-01-13","215 W Superior St","Chicago","IL","60654","US","","eshan@perspectiveshealth.ai","google.com","","2026-07-04"
"pirislabs.io","Y Combinator","Winter 2026","pirislabs.io","Piris Labs","COMPUTER_HARDWARE_AND_SEMICONDUCTORS:0.99, SOFTWARE:0.63","B2B:0.84, B2G:0.86","new compute architecture:0.53, optical cxl memory:0.52, optical interconnect:0.42, ai infrastructure:0.41, data center:0.37, piris labs:0.34, dedicated software stack:0.34, edge technology:0.33, kv cache:0.32, memory capacity:0.31, early access:0.29, cxl memory disaggregation:0.29, sbir program:0.22, effective inference:0.17, combinator family:0.15","Piris Labs is a company that specializes in optical interconnects and a dedicated software stack designed for AI inference workloads. Their technology enables high-speed, cost-effective AI computing by reducing latency and power consumption through vertically optimized optical inter connections that connect GPU nodes at higher bandwidth and lower costs per bit. Key features include memory disaggregated from individual GPU nodes, enabling efficient model throughput and reduced energy consumption across multiple racks while maintaining low total cost of ownership for cloud providers and AI applications.","https://www.linkedin.com/company/110912035, https://www.linkedin.com/company/pirislabs, https://x.com/pirislabs","9","1-10M","1-10","2025-11-24","601 California St","San Francisco","CA","94108","US","","contact@pirislabs.io","google.com","","2026-07-15"
"planeo.dev","Alchemist","Class 41","planeo.dev","Planeo","CLOUD_COMPUTING:0.81, SAAS:0.85","B2B:0.89","devops experience:0.47, developer time:0.4, operational overhead:0.36, manual configuration management:0.35, code level:0.29, deployment orchestration:0.28, environment specific:0.25, cloud infrastructure:0.25, waitlist configuration complexity:0.24, development velocity:0.22, rapid experimentation:0.2, great software:0.18, demo consistent replication:0.17, product hunt:0.16, feedback loop:0.09","Planeo is an AI-driven tool designed to streamline configuration management for applications. It automates the provisioning and configuration of testing workspaces, reducing manual workflows and improving developer productivity. Key features include automated deployments, consistent replication of environments, smart infrastructure management, and real-time monitoring of application health and performance. Planeo aims to reduce operational overhead by providing insights into software development processes and improving overall deployment efficiency.","https://www.linkedin.com/company/planeodev, https://x.com/planeodev","79","1-10M","1-10","2023-01-10","","San Diego","CA","92101","US","","support@planeo.dev, info@planeo.dev","google.com","","2026-07-11"
"platepost.io","Techstars","2025","platepost.io","PlatePost","SOFTWARE:0.98","B2B:0.83","restaurants qr:0.58, diners view:0.57, restaurants visually:0.56, restaurant platepost:0.56, food videos:0.56, useful restaurants:0.55, videomenus customers:0.53, menus meal:0.53, restaurant dishing:0.53, view dishes:0.53, customers restaurant:0.52, modern diners:0.52, watching food:0.51, online restaurant:0.51, menus video:0.49","PlatePost is a digital platform that enhances the dining experience by providing visual menus through video and QR codes. Its main functionality allows restaurant operators to create both in-person and online video menus, which help guests explore food more effectively before making a decision. Key features include customizable content, contactless ordering options, and integration with existing systems like POS and barcode scanning, all aimed at improving customer engagement and increase sales.","https://www.linkedin.com/company/platepost, https://www.instagram.com/annieblom, https://www.instagram.com/denvermcquaid, https://www.instagram.com/elisempham","120","1-10M","1-10","2024-05-12","","New York City","NY","10259","US","","brandon@platepost.io","google.com","","2026-07-03"
"ploy.ai","Y Combinator","Spring 2026","ploy.ai","Ploy","ADVERTISING_AND_MARKETING:0.84, SAAS:0.08","B2B:0.92","automated ad:0.4, web build:0.37, seo audit blueprint:0.37, explore startups:0.34, meta campaign management:0.32, scoring crm integration:0.29, enterprise scale:0.29, competitor intel:0.27, ai search visibility:0.27, monitors product usage:0.27, funnel attribution:0.23, faq schema:0.21, load time:0.19, churn risk:0.13, dashboard white:0.13","Ploy is an AI platform designed to automate website development, optimization, and marketing strategies. It monitors your site and competitors for trends such as traffic changes, content gaps, and conversion opportunities while providing automated agents that write content and conduct experiments. Key features include a landing page builder, A/B testing, lead capture tools, and integration with CRM systems, allowing users to create tailored growth strategies and improve overall online presence.","","104","1-10M","","2022-05-04","2 Embarcadero Center","San Francisco","CA","94111","US","","legal@ploy.ai, hello@ploy.ai","google.com","","2026-07-14"
"pollinate.tech","Y Combinator","Winter 2026","pollinate.tech","Pollinate","BIG_DATA_AND_ANALYTICS:0.73, SAAS:0.56, SOFTWARE:0.55","B2B:0.89","managing supply:0.57, supply chains:0.55, supply chain:0.55, procurement teams:0.52, build supply:0.51, shortages builds:0.48, procurement management:0.46, pcb procurement:0.44, execution procurement:0.42, integrated vendor:0.38, invoice reconciliation:0.37, stack automate:0.34, week firefighting:0.33, late reactive:0.32, kit frequently:0.31","Pollinate is a platform designed to streamline supply chain management for procurement teams. It automates high-friction tasks such as ECOs, shortages, and builds, by features like vendor search, real-time PCB procurement management, instant ECO Propagation to suppliers, and live inbound and receiving tracking of shipments. The platform aims to reduce manual processes, improve efficiency, and enhance overall supplier relationships while reducing delays and surprises in supply chains.","https://www.linkedin.com/company/pollinate0","31","1-10M","1-10","2023-08-08","855 Brannan St","San Francisco","CA","94103","US","","","google.com","","2026-07-15"
"polymathic-ai.org","500 Global","","polymathic-ai.org","Polymathic AI","SOFTWARE:0.99","B2B:0.73","multimodal foundation model:0.52, multimodal foundation:0.46, single multimodal foundation:0.44, physics foundation model:0.41, molecular biology:0.36, foundation model:0.34, physics foundation:0.31, laboratory turbulence:0.26, llm agent:0.25, experiment gap:0.21, current job:0.17, central dogma:0.12, entire central dogma:0.12, new class:0.11, growth rate:0.08","Polymathic is a research team focused on developing and training multi-disciplinary AI models for scientific data. Their main purpose is to create models that leverage shared concepts across various disciplines, such as molecular biology and physics. Key features include the development of generative modeling (MIMIC), automated protein design tasks, and tools for simulating laboratory dynamics. They aim to enhance research efficiency by providing these foundation models for use by researchers worldwide.","https://www.linkedin.com/company/polymathic-ai, https://twitter.com/polymathicai","24","1-10M","11-50","2023-10-04","162 5Th Ave","New York","NY","10010","US","","info@polymathic-ai.org","google.com","","2026-07-01"
"polymathlabs.ai","Y Combinator","Winter 2026","polymathlabs.ai","Polymath AI Labs","SOFTWARE:0.8","B2B:0.68","autonomy polymath:0.68, polymath ai:0.66, polymath environments:0.62, labs polymath:0.6, polymath builds:0.58, polymath backed:0.57, ai labs:0.53, polymath polymath:0.53, ai agents:0.5, world polymath:0.5, 2026 polymath:0.47, agents practice:0.46, agent autonomy:0.45, simulation environments:0.44, combinator careers:0.39","The website offers AI-driven services focused on enhancing the capabilities and reliability of artificial intelligence agents through simulation and training. It aims to improve the performance of these agents in various environments, including virtual reality and augmented reality. The platform supports a team of researchers and engineers dedicated to developing innovative technologies that align with human needs and industry standards. Additionally, it provides insights into market trends and product development through its blog and YouTube channel.","https://www.linkedin.com/company/polymath-ai-labs, https://x.com/polymath_labs","16","1-10M","11-50","2025-12-14","","","","","US","","founders@polymathlabs.ai","google.com","","2026-07-17"
"powerboxtech.com","Techstars","2025","powerboxtech.com","PowerBox Technology Inc.","SOFTWARE:0.5, ENERGY:0.45","B2B:0.97","energy storage:0.56, overview energy management:0.53, battery dispatch optimization:0.53, powerbox platform:0.43, demand charge prevention:0.38, solar production:0.35, complex load profile:0.3, time monitoring:0.25, cloud connectivity:0.25, power factor behavior:0.22, overhead crane:0.18, local control logic:0.15, production line:0.13, honest assessment:0.12, custom apis high:0.1","PowerBox Technology offers an industrial energy management platform that integrates various energy assets, including solar and battery systems, in real-time. The platform provides insights into energy consumption, cost optimization, and performance forecasts across multiple facilities. Key features include a cloud-based software layer for managing operations, a secure hardware solution called PowerNode, and tools for monitoring and optimizing energy use effectively. PowerBox aims to enhance efficiency, reduce costs, and improve overall energy performance without relying on traditional infrastructure changes.","https://www.linkedin.com/company/powerbox-technology","80","1-10M","1-10","2021-04-20","60 Hazelwood Dr.","Champaign","IL","61820","US","+12025994782","admin@powerbox-technology.com","google.com","","2026-07-03"
"probo.com","Y Combinator","Spring 2025","probo.com","Probo","CYBERSECURITY:0.96, SAAS:0.73","B2B:0.94","compliance program:0.58, dedicated compliance expert:0.55, seasoned compliance:0.5, audit evidence:0.44, expert hipaa casa:0.42, certification seamless:0.41, ongoing monitoring:0.37, ferpa soc:0.33, vendor security:0.3, expert support:0.28, direct slack support:0.24, excellent experience:0.2, open source talk:0.19, big enterprise:0.18, simple action:0.04","Probo is a compliance management platform that automates the entire compliance process for organizations. It handles everything from setup and risk assessments to audit coordination, ensuring that compliance programs are continuously aligned and ready for audits without the complexities of traditional systems. Key features include automated evidence collection, continuous monitoring of compliance policies, integration with existing tools like Slack for streamlined communication and document management, and support for various standards such as ISO 27001, SOC 2, CASA, and FERPA. Probo aims to streamline compliance tasks while allowing teams to focus on their core business activities.","https://www.linkedin.com/company/getprobo, https://www.linkedin.com/company/probo-consultora, https://twitter.com/getprobo, https://x.com/getprobo","240","1-10M","1-10","2017-09-19","490 Post St","San Francisco","CA","94102","US","","legal@probo.com, legal@getprobo.com, privacy@getprobo.com, privacy@probo.com","google.com","","2026-07-10"
"projectx.cloud","Y Combinator","Spring 2026","projectx.cloud","ProjectX Infinity Inc.","SAAS:0.48, CLOUD_COMPUTING:0.45","B2B:0.67","agent orchestrate gpu:0.63, app gpu telemetry:0.42, unlimited compute:0.39, human intern:0.39, workspace pytorch:0.36, dedicated computer:0.35, team access dedicated:0.35, intelligent software:0.35, remote desktop:0.33, live product:0.29, chat interface:0.29, priority support:0.22, driver setup:0.16, resources docs api:0.15, browser tab:0.1","Infinity by ProjectX is an operating system designed for AI agents and developers. It allows users to run multiple applications simultaneously, utilizing dedicated compute and GPU resources without the need for installation or driver setup. The platform features a chat interface that enables agents to orchestrate workloads, share results, and collaborate efficiently across devices. Infinity supports various industries, including robotics, game development, and AI/ML development, with plans for subscription-based access and additional support options.","https://www.linkedin.com/company/projectx-cloud, https://www.instagram.com/projectx.cloud, https://x.com/projectx_cloud","186","1-10M","11-50","2020-12-03","","Freedom","CA","95019","US","","","google.com","","2026-07-17"
