company_name,domain,employee_count,hq_location,company_linkedin_url,infra_check,infra_titles_found,infra_reasoning,dev_count,contact_name,contact_title,contact_linkedin,_has_verified_buyer,_hiring_job_title,_hiring_job_url,_hiring_job_posted,_hiring_job_description
Castellum Inc,castellumus.com,52,"Hollywood, Maryland",https://www.linkedin.com/company/castellum-inc,REVIEW,"""Senior Counsel"" is an adjacent/unnamed infra signal: ""clients with cybersecurity, software development, systems engineering, information/electronic warfare, program support,""; ""System Engineer"" is an adjacent/unnamed infra signal: ""System Engineer""; ""System Engineer"" is an adjacent/unnamed infra signal: ""System Engineer System Engineer at Castellum Inc""; ""System Engineer"" is an adjacent/unnamed infra signal: ""System Engineer Model Based Systems Engineer""","""Senior Counsel"" is an adjacent/unnamed infra signal: ""clients with cybersecurity, software development, systems engineering, information/electronic warfare, program support,""; ""System Engineer"" is an adjacent/unnamed infra signal: ""System Engineer""; ""System Engineer"" is an adjacent/unnamed infra signal: ""System Engineer System Engineer at Castellum Inc""; ""System Engineer"" is an adjacent/unnamed infra signal: ""System Engineer Model Based Systems Engineer""",1,,,,no,Windows Platform Engineer,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=244ae70f-13c8-4ab6-b68a-c2964191a80a&jobId=620139,2026-05-28 20:44:00,"JOB SUMMARY Specialty Systems, Inc. has an opening for a Windows Platform Engineer to join our team of technical professionals supporting Government customers and national security mission requirements. In this role, you will support the design, implementation, automation, and sustainment of Windows-based platform environments supporting mission-critical defense systems and software-intensive applications. The position involves working within Government-provided environments while supporting secure infrastructure operations, platform modernization, DevSecOps integration, and enterprise system lifecycle management activities. As a member of the Specialty Systems team, you will contribute directly to secure and reliable platform solutions supporting critical defense and intelligence missions. This position is located at our customer site location. In this position, you will work our customer’s Compressed Work Schedule which consists of working four 9-hour days (M-Th) and an 8-hour day (F) for the first week of a cycle followed by four 9-hour days (M-Th) and being off on the second Friday for the second week of a cycle. This results in a 3-day weekend every other week! RESPONSIBILITIES * Design, implement, and maintain Windows-based platform infrastructure across development, test, and production environments * Engineer, automate, and document system provisioning, configuration management, and deployment processes * Administer and maintain Windows Server environments including Active Directory, Group Policy, and domain services * Develop and maintain Infrastructure-as-Code (IaC) solutions to support repeatable and scalable system deployments * Support DevSecOps pipelines and CI/CD integration for Windows-based applications and services * Implement and maintain security configurations in compliance with DoD cybersecurity requirements including STIGs and RMF controls * Monitor system performance, troubleshoot issues, and optimize platform reliability, availability, and scalability * Coordinate patching, updates, vulnerability remediation, and lifecycle maintenance activities for Windows systems * Support virtualization and cloud-based environments including VMware, Hyper-V, and similar technologies * Collaborate with Agile software development, systems engineering, cybersecurity, and test teams to support platform integration and delivery * Maintain system documentation, configuration baselines, architecture diagrams, and technical artifacts supporting program requirements * Identify technical risks, recommend process improvements, and support modernization initiatives across enterprise platform environments QUALIFICATIONS: Minimum Qualifications Include: * Bachelor’s degree in Computer Science, Engineering, Information Systems, or related technical discipline preferred * Equivalent work experience may be considered in lieu of degree requirements * Active Secret Clearance required or ability to obtain and m"
Auxiant,auxiant.com,178,"Cedar Rapids, Iowa",https://www.linkedin.com/company/auxiant,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",1,,,,no,Network and Systems Supervisor,https://recruiting.paylocity.com/Recruiting/Jobs/Details/4204543,2026-05-29 2:26:59,"Description https://www.auxiant.com/ Auxiant’s Mission Statement and Core Values Mission: An Independent TPA investing in People and Innovation to deliver expert-driven experiences with REAL Results. Core Values: Independent Solutions. REAL Results Respect Empowerment Agility Leadership Be part of a growing and prospering company as a Network Systems Engineer. Auxiant is a third party administrator of self-funded employee benefit plans with offices in Cedar Rapids, IA, Madison and Milwaukee, WI. Auxiant is a fast-growing, progressive company offering an excellent wage and benefit package. Role Overview/Summary: The Network & Systems Supervisor is responsible for the day-to-day supervision, technical contribution, and operational delivery of the Network and Systems team — carrying direct personnel responsibilities including performance management, professional development, compensation planning, and hiring. In addition to direct team oversight, this role maintains active hands-on technical contributions across enterprise network, systems, and infrastructure automation including modern DevOps practices and platform engineering, serving as a primary escalation point for complex incidents and providing technical coverage across all team disciplines. The Supervisor contributes to departmental strategic planning and is accountable for operational excellence, enterprise standards, and organizational alignment. Essential Responsibilities – Tasks and duties may be included: Tasks and duties assigned will be related to and potentially extend beyond these essential responsibilities • Team supervision & personnel management – Provide direct day-to-day supervision for a team of network, systems, and security operations specialists; manage performance reviews, compensation planning, disciplinary actions, professional development, and onboarding for all direct reports. • Workload planning & delivery accountability – Assign and manage team workload across operational and project responsibilities; set clear goals, deadlines, and deliverables; balance team capacity across competing priorities. • Technical escalation & coverage – Serve as a primary escalation point for complex infrastructure incidents and architectural decisions; provide hands-on technical coverage across all team disciplines to mitigate single-point-of-knowledge risk. • Operational excellence & standards enforcement – Oversee daily operations; develop, maintain, and enforce standard operating procedures for routine tasks, incident response, and change management; identify process improvement opportunities utilizing data-driven decision making; promote disciplined engineering practices including change control adherence, documentation standards, and proactive technical debt reduction. • Business continuity & incident response – Maintain, test, and document business continuity plans, incident response procedures, and disaster recovery documentation; coordinate tabletop exercises to validate r"
Order.co,order.co,271,"New York, NY",https://www.linkedin.com/company/order-company,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",2,Glenn Veil,VP of Engineering,https://www.linkedin.com/in/gveil,yes,Senior Site Reliability Engineer,https://ats.rippling.com/orderco/jobs/16354b9c-297b-4d3d-9cc1-c1d05989254e,2026-05-26 20:09:19,"The Role As a Senior Site Reliability Engineer on the Platform team, you will ensure that software systems are reliable, scalable, performant, and operationally efficient. You blend software engineering skills with infrastructure and operations expertise to keep critical systems running smoothly while enabling rapid product development. Responsibilities Reliability Engineering & Infrastructure Ownership Design, build, and operate highly available, scalable, and fault-tolerant infrastructure and platform services Own reliability, availability, latency, and operational excellence for critical production systems and services Define and maintain service level objectives (SLOs), service level indicators (SLIs), and error budgets across platform systems Lead incident response efforts for complex production outages; drive root-cause analysis and long-term remediation actions Build resilient systems that gracefully handle failures, traffic spikes, dependency degradation, and regional outages Continuously improve system reliability through automation, observability, performance tuning, and capacity planning Automation & Platform Engineering Develop infrastructure automation and self-service tooling to reduce operational toil and improve engineering velocity Build and maintain CI/CD pipelines, deployment automation, and release engineering workflows Implement infrastructure as code (IaC) practices using tools such as Terraform, CloudFormation, and container orchestration Improve developer experience by building reliable internal platforms, operational tooling, and standardized deployment patterns Drive adoption of GitOps, immutable infrastructure, and automated remediation patterns Observability & Operational Excellence Design and maintain comprehensive monitoring, logging, tracing, and alerting systems for distributed services Establish actionable alerting standards that reduce noise while improving incident detection and response times Analyze production trends, system bottlenecks, and failure patterns to proactively prevent incidents Lead operational readiness reviews, disaster recovery planning, and game-day exercises Improve mean time to detect (MTTD) and mean time to recovery (MTTR) through tooling, automation, and process refinement Systems Architecture & Scalability Participate actively in architecture and infrastructure design reviews Propose scalable and reliable platform designs that account for multi-region deployment, redundancy, failover, and security considerations Evaluate trade-offs between reliability, scalability, operational complexity, and engineering velocity Identify systemic risks and operational gaps before they become production incidents Partner with engineering teams to ensure services are designed with operability, observability, and resilience in mind from day one Security & Compliance Approach infrastructure and operational practices with a strong security mindset Implement and maintain secure cloud networking, secrets manag"
illumin,illumin.com,232,"Toronto, Ontario",https://www.linkedin.com/company/illuminhq,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",1,Irina Sinkevich,VP of Engineering,https://www.linkedin.com/in/irina-sinkevich-ba65b52,yes,Systems Engineer,https://20241002211324_ilig3pav6g5nyom4.applytojob.com/apply/pFTqNtcVRO/Systems-Engineer,2026-05-28 0:00:00,"Who we are At illumin, we are transforming the advertising landscape. Our platform offers an integrated space for journey planning, execution, and reporting. It empowers marketers to connect with their audiences in powerful ways through real-time data and easy-to-use visual tools. By seamlessly combining media planning and buying in an intuitive interface, marketers can take complete control of their campaigns, meeting customers wherever they are in the buying journey and maximizing the impact of their ad spend through personalized insights for smarter decision-making. We are at a pivotal moment, evolving into a product-led company with a team of over 100 skilled professionals and new leadership guiding our path forward. By harnessing the power of data, advancing our AI capabilities, and deeply investing in our people, we are preparing for a future that will redefine what's possible in journey advertising. Our work is guided by two beliefs: that the ability to execute is paramount to success and that we are only as good as our people. As we grow and transform, we are looking for team members (illumineers) who share our bias for speed, delivery over perfection, and an entrepreneurial mindset. Joining us now is a chance to be part of our transformation. Who We Need Reporting to the Manager, DevOps, we are looking for a Systems Engineer to join our Infrastructure and Operations team. As the new Systems Engineer, you will support and maintain Linux-based infrastructure environments while gaining hands-on exposure to Kubernetes, automation, networking, virtualization, and production operations. Working closely with senior engineers, you will contribute to the reliability, performance, and scalability of systems that support our global platform while continuing to develop your technical capabilities in a high-scale, fast-moving environment. This is a full-time permanent remote role supporting our Toronto-based Infrastructure & Operations team and collaborating closely with colleagues across North America. You will work Eastern Standard Time business hours (9:00am–5:00pm EST / 9:00pm–5:00am PHT) and play an active role in supporting production environments and global infrastructure operations. What’s in it for you? Growth and mentorship. You will work closely with experienced infrastructure and DevOps engineers who will support your development across Linux systems, Kubernetes, automation, networking, and production operations. This is an opportunity to accelerate your technical growth in a high-scale environment while building toward greater ownership and future progression into a mid-level Systems Engineer role. Exposure to modern infrastructure. You will gain hands-on experience supporting production systems, containerized environments, automation initiatives, and hybrid infrastructure operations. You will be exposed to technologies and operational complexities that many engineers do not encounter early in their careers, helping you build h"
WellSpan Health,wellspan.org,51,"York, Pennsylvania",https://www.linkedin.com/company/wellspan-surgery-and-rehabilitation-hospital,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",0,,,,no,Manager-Cloud Operations,https://fa-evzu-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/225865,2026-05-28 18:54:35,"General Summary Leads the day-to-day operational management of the organization's cloud environment. Is accountable for cloud service reliability, operational readiness, incident response, change execution, and continual improvement across cloud infrastructure and platform services. Partners closely with the Cloud Center of Excellence (CCoE), SRE, DevOps, Network, Security, Enterprise Architecture, application teams, and vendors to ensure cloud services are secure, resilient, cost-aware, and delivered with consistent operational standards."
Triumph,triumphmotorcycles.com,81,San Francisco,https://www.linkedin.com/company/triumphlabs,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",6,Edward Jiang,VP of Engineering,https://www.linkedin.com/in/edjiang,yes,Infrastructure Engineer,https://jobs.ashbyhq.com/triumph-arcade/60b13af3-b81f-4e92-8914-ca4aba599f22,2026-05-25 0:00:00,"The Role As Triumph's first dedicated Infrastructure Engineer, you'll own the foundation that everything else runs on. Until now, our infrastructure has been built and maintained by the core engineering team alongside everything else — you'll be the first person whose entire mandate is to make it fast, observable, and bulletproof. Our platform touches gaming, finance, and social at real-money scale, which means there's no margin for downtime. You'll define how we build, ship, and scale from the ground up — CI/CD pipelines, the databases under our highest-traffic paths, and the telemetry that tells us what's actually happening in production. This is a greenfield mandate: you're not inheriting an infra org, you're starting one. As we scale toward our next order of magnitude of growth, you'll set the standards every future infrastructure hire builds on. What You'll Do Establish Triumph's infrastructure function — set the standards, tooling, and practices that the team and future hires will build on. Own and evolve our CI/CD pipelines, making it fast and safe for a growing team to ship continuously. Take end-to-end ownership of scaling our backend systems, identifying bottlenecks before they become incidents and designing for the next 10x rather than the last one. Drive our database strategy as a deep Postgres expert — query optimization, connection pooling, replication and read routing, schema evolution, and keeping our highest-traffic data paths healthy under load. Build out observability and telemetry so the team can see, understand, and act on system behavior in real time — metrics, tracing, structured logging, and meaningful alerting. Partner with backend engineers to harden the systems that power our core business, from incident response to the architectural decisions that prevent the next one. Qualifications Strong experience operating and scaling large production systems, with a track record of true ownership — you don't just build it, you keep it healthy. Deep Postgres knowledge: you understand query planning, indexing, connection management, and what actually breaks at scale (Go and AlloyDB experience is a plus). Hands-on experience designing and maintaining CI/CD pipelines. Fluency with observability and telemetry tooling, and an instinct for what to measure. Comfort being the first and only person in a function — you're excited to set direction rather than inherit it, and you drive work to completion without a playbook handed to you. Tenacity, pragmatism, and high agency — you prioritize the most impactful work and drive it to completion. Why Triumph? High growth. Build a high-scale consumer platform that touches gaming, finance, and social with the autonomy to set our infrastructure direction. High agency. As our founding infrastructure hire, you'll own a large surface area from day one, with significant opportunity for leadership and growth. High energy. Passionate team who are proud of our work and velocity (16x year over year growth)."
Extreme Engineering Solutions,xes-inc.com,394,"Verona, Wisconsin",https://www.linkedin.com/company/extreme-engineering-solutions,REVIEW,"""Embedded Software Engineer - Devops"" is a hybrid dev+infra signal: ""Embedded Software Engineer - Devops Software Engineer @ Space Science and Engineering""","""Embedded Software Engineer - Devops"" is a hybrid dev+infra signal: ""Embedded Software Engineer - Devops Software Engineer @ Space Science and Engineering""",2,Jeff Porter,CTO,https://www.linkedin.com/in/jeff-porter-52a7a064,yes,DevOps Engineer,https://recruiting2.ultipro.com/EXT1002EESI/JobBoard/0effbb1e-92e9-4c74-8b58-a35b29e428c2/OpportunityDetail?opportunityId=c460d7b1-2d58-4d4b-b127-aa29d3d4c7cf,2026-05-28 15:58:52,"Extreme Engineering Solutions (X-ES) is seeking a DevOps Engineer for our Software Engineering department. As a DevOps Engineer you will play a pivotal role in enhancing our software development lifecycle and continuous delivery practices. You will work alongside a collaborative team, employing your skills to work across engineering and manufacturing departments to develop and maintain applications focused on bridging services and solving unique problems. This role requires writing and maintaining applications, database administration and schema development, automating processes, maintaining and developing tools for on-prem LLM infrastructure. X-ES is an industry leader in the design, manufacture, and support of embedded computing solutions for compute-intensive applications. Located on the far west side of Madison, WI, X-ES offers a range of products from commercial-grade to fully ruggedized boards and systems, including COTS products and bespoke solutions. Our work spans across demanding sectors such as military, communications, commercial, and industrial markets. At X-ES, we are proud to be a 100% employee-owned company through our Employee Stock Ownership Plan (ESOP), ensuring that our team members are invested in and benefit from our collective success. Duties and Responsibilities * Develop and maintain CI/CD pipelines, web and cli applications, deployment infrastructures, and AI-assisted engineering tools to enable seamless software releases. * Implement automation to streamline our workflows, ensuring consistency, and reducing complexity. * Interface with various teams to translate complex requirements into deployable solutions. * Monitor system performance, troubleshoot issues, and propose solutions to improve DevOps processes. * Craft and oversee documentation related to DevOps strategies, procedures, and toolchains. * Promote continuous improvement by researching and integrating cutting-edge DevOps methodologies. * Uphold system security employing industry-standard best practices. Required Qualifications * Bachelor’s degree in Computer Science, Engineering, or a related technical field. * Proficiency in Python, with attention to software system design and architectural practices. * Hands-on experience with containerization and orchestration tools like Docker and Kubernetes. * Exposure to CI/CD systems (e.g., Jenkins, Travis CI, GitLab CI). * Experience or familiarity with practical LLM workflows, such as evaluating inference performance, and integrating LLM systems. * Familiarity with version control systems, particularly Git. * Computer proficiency and a high level of organization with strong attention to detail. * Ability to work efficiently and independently. * Ability to work onsite from our facility located at 9901 Silicon Prairie Parkway in Verona, WI. Desired Qualifications * Experience with Relational Databases (e.g. MariaDB, MySQL, Postgres), in-me"
Tekmetric,tekmetric.com,352,"Houston, Texas",https://www.linkedin.com/company/tekmetric,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",7,Taylor Fuqua,CTO,https://www.linkedin.com/in/taylorfuqua,yes,Site Reliability Engineer,https://job-boards.greenhouse.io/tekmetric/jobs/5580661004,2026-05-28 12:53:33,"About Tekmetric Tekmetric is the all-in-one, cloud-based platform helping auto repair shops run smarter, grow faster, and serve customers better. Built by a shop owner and shaped by the needs of the industry, Tekmetric brings together innovation, real-world experience, and a thriving community to help shops thrive - not just survive. From running a shop, to securing payments to engaging customers, our platform simplifies operations so shop owners can focus on what really matters: delivering exceptional service, earning trust, and growing sustainably. Officially founded in Houston in 2017, Tekmetric has grown from a single shop’s vision to the industry’s leading solution - all by staying true to our values of transparency, integrity, innovation, and a service-first mindset. But we’re not just building software. We’re building a movement. We’re empowering repair shops to rise above the daily grind, create meaningful connections with their customers, and lead the industry forward - one interaction at a time. Come build with us. Join the journey. Shape the future of auto repair. Working the Tekmetric Way At Tekmetric, we’re building a culture where winning matters - not for ego, but because when our customers win, we win together. We move fast, stay curious, and take full ownership of our results — no excuses, no finger-pointing. If you thrive in ambiguity, take initiative, and view honest feedback as fuel for growth, you’ll feel right at home here. We’re direct but respectful, ambitious yet grounded, and collaborative at every level. Everyone leads through impact and is encouraged to speak up, share ideas, and challenge assumptions (even your manager’s). This is a place for builders, not bystanders. Success here takes focus, follow-through, and a willingness to roll up your sleeves — but if you’re driven by meaningful work and real results, it’s deeply rewarding. You’ll join a team that cares about the work, supports one another, and takes smart risks to achieve bold goals. Be yourself, stay mission-focused, and you’ll thrive. If that energizes you, we can’t wait to meet you. At Tekmetric, great work happens anywhere, but great teams are built through intentional connection. We offer hybrid and remote work models based on your proximity to our office hubs. Because we value in-person collaboration, travel is an expected part of every role. We come together several times a year for team and company-wide offsites to align on goals and strengthen relationships. Attendance at these events is expected and fully supported. What You’ll Do * Design and implement scalable infrastructure: Architect and maintain reliable, scalable, and secure cloud infrastructure that supports positive user experiences and measurable business growth. * Monitor and optimize system performance: Develop and maintain monitoring, alerting, and incident response practices to ensure system reliability and performance at scale. * Automate everything: Creat"
Avantos AI,avantos.ai,48,"New York, New York",https://www.linkedin.com/company/avantos-ai,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",13,,,,no,Senior Data and Platform Engineer,https://jobs.ashbyhq.com/avantos/4b2dc531-155c-4d8a-97b7-d89e27a59c12,2026-05-27 0:00:00,"Senior Data & Platform Engineer 📍 NYC (Hybrid) or US Remote | Competitive + Equity About Avantos Avantos is building the AI-native operating system for financial services — transforming fragmented data into a single, intelligent system that powers workflows, automation, and decision-making. We’re a product-led, fast-moving team at the intersection of AI, fintech, and modern infrastructure. The Role We’re looking for a Senior Data & Platform Engineer to build the data and core platform and infrastructure layer that powers our AI systems. This is not just about pipelines — it’s about creating the systems, tooling, and abstractions that enable engineers and AI workflows to move fast, safely, and reliably. What You’ll Do Design and implement core backend systems and integrations that power the product. Design and build our data platform (orchestration, pipelines, developer workflows) Create scalable systems for data ingestion, transformation, and access Design data models and APIs that won’t collapse under growth. Make sane decisions about schemas, indexes, migrations, and performance. Own infrastructure for data + AI workloads (containers, orchestration, cloud services) Enable self-serve data workflows for engineering and product teams Improve observability, reliability, and performance across the data stack Support AI/ML systems (embeddings, vector data, model pipelines) Build tooling for document processing, metadata, and normalization What We’re Looking For 7+ years in data engineering, platform engineering, or backend infrastructure A track record of shipping and owning production systems. Strong systems thinking (not just pipelines — platform mindset) Backend system design and API design Data modeling and relational databases Performance, reliability, and failure modes Proficiency in Golang, SQL, Terraform, AWS Comfort in a fast-moving startup environment Bonus LLMs / RAG, vector search, fintech or regulated systems Have startup or early-stage experience. Why Join Build the foundation layer of an AI-native product High ownership + direct impact Work where data, platform, and AI converge The Fit You’re someone who doesn’t just move data — you build the systems that make data usable at scale."
Trojan Trading,trojan-trading.co.za,26,"Spanish Town, Virgin Gorda",https://www.linkedin.com/company/trojan,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",1,Dick Cox,"CEO (small company, 10-30 employees)",https://www.linkedin.com/in/dick-cox-606721132,yes,Senior Platform Engineer,https://jobs.gem.com/trojan-trading/am9icG9zdDrnCZ5JL0SClfzDgeW9J_Bp,2026-05-27 18:26:29,"About Trojan Trojan is at the forefront of crypto trading technology, known as the largest Telegram trading bot for facilitating over $28 billion in volume traded by more than 50,000 daily active users. We deliver seamless on-chain trading experiences with advanced tools such as DCA & limit orders, sniping, and automatic wallet copy-trading. Our platform sets the standard in speed, innovation, and reliability. As we scale further, we aim to maintain our reputation as a market leader in crypto trading innovation. To do so we've chosen to keep our team small, and bring together only the most exceptional talent in crypto. Why Join Us? At Trojan, we’re pushing the boundaries of on-chain trading technology. Joining our team offers you the chance to work on products that already serve a large and active user base, collaborating with top-tier engineers in a fast-paced and dynamic environment. Working at Trojan Trading means having fast paced releases with your work being live in the hands of tens of thousands of users as soon as it’s complete. Role Overview We’re looking for a Senior Platform Engineer with strong Kubernetes operations experience to lead our transition from AWS-managed services to workloads running on EKS. Over time, this role will also help reduce AWS dependency and make parts of the platform portable to other infrastructure providers, potentially including Hetzner. This is not only a CI/CD or application deployment role. We need someone who has operated production Kubernetes environments, understands stateful workloads, and can own infrastructure decisions end to end. Key Responsibilities * Platform Migration: Lead the transition from AWS-managed services and existing cloud infrastructure toward EKS-based workloads, with a longer-term goal of reducing AWS lock-in where appropriate. * Infrastructure Architecture: Design and maintain high-availability, low-latency infrastructure, initially on AWS/EKS, while keeping future portability to other providers in mind. * Cloud Operations: Manage cloud resources, load balancers, autoscaling groups, and containerized workloads. Ensure cost efficiency, resilience, and smooth scaling as trading volumes increase. * Automation: Develop and manage infrastructure-as-code (Terraform, or similar) to ensure consistent, reproducible deployments. * CI/CD Pipeline Management: Build, maintain, and optimize CI/CD pipelines to enable fast and reliable deployments. * Observability & Reliability: Own monitoring, alerting, and performance visibility across the stack using tools like Prometheus, Grafana, or Datadog. Drive initiatives to improve uptime, latency, and fault recovery. Requirements * Technical Requirements: * 5+ years of experience in DevOps, Site Reliability Engineering, or Cloud Infrastructure roles. * Production experience operating at least one stateful or data infrastructure system in Kubernetes. Kafka/RedPanda or Postgres are the"
Immuta,immuta.com,195,"Boston, Massachusetts",https://www.linkedin.com/company/immuta,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",7,Bart Koek,CTO,https://www.linkedin.com/in/bartkoek,yes,Sr. Site Reliability Engineer,https://www.linkedin.com/jobs/view/sr-site-reliability-engineer-at-immuta-4418191679?position=34&pageNum=0&refId=EY15G2C%2Feo5xBACGOQKQGQ%3D%3D&trackingId=v0ANKnmE8aVoz8KocTceOg%3D%3D,2026-07-13,"Immuta is the Data Provisioning Company, helping organizations provision secure, governed data access at the speed modern business demands. We automate access by policy and by request&amp;mdash;eliminating tickets, reducing risk, and enabling both humans and AI systems to work with data safely and instantly. Founded in 2015, Immuta is trusted by Fortune 500 companies and government agencies worldwide and operates as a hybrid workplace globally. • Technology partners include Snowflake, Databricks, AWS, Azure, Google Cloud, and Starburst.&nbsp; • Immuta has been recognized by Forbes as a top American startup employer, by Inc. Magazine and BuiltIn as one of the best workplaces, and by Fast Company as one of the top 50 most innovative companies. • $267 million in total funding. Lead investors include NightDragon, Snowflake, and Databricks, along with additional funding from ServiceNow, Citi Ventures, Dell Technologies Capital, DFJ Growth, IAG, Intel Capital, March Capital, Okta Ventures, StepStone, Ten Eleven Ventures, and Wipro Ventures. • A hybrid workplace with offices in Boston, MA; Columbus, Ohio; College Park, Maryland. ABOUT OUR TEAM At Immuta, the Site Reliability Engineering team defines what reliability means at scale. We are responsible for building and operating the infrastructure that supports Immuta&rsquo;s cloud platform, enabling engineering teams to deliver secure, reliable, and scalable services efficiently. The team partners closely with Engineering and Security to improve automation, platform resiliency, observability, and operational excellence across cloud environments. We focus on designing scalable systems, automating operational workflows, and improving the developer experience through internal tooling and infrastructure standards. As Immuta continues to grow, the SRE team plays a key role in ensuring platform stability, performance, and compliance for enterprise-scale environments. YOUR ROLE As a Senior Site Reliability Engineer, you will take ownership of critical infrastructure systems and lead initiatives that improve automation, scalability, and observability across Immuta&rsquo;s platform. This role includes participating in a shared on-call rotation to help maintain production reliability and support timely incident response and resolution. You will contribute to architectural decisions, mentor junior engineers, and help evolve infrastructure practices across cloud environments. You will also play a key role in improving developer experience by building and maintaining internal platforms, tools, and workflows that enable engineering teams to ship software reliably and efficiently. This position is well suited for an experienced systems engineer who enjoys hands-on technical problem-solving while helping shape the direction of the SRE function. This role is based in our Columbus, OH office and requires in-office attendance at least three days per week. CORE RESPONSIBILITIES - Lead infrastructure ini"
VEHLO,vehlo.com,287,"Knoxville, Tennessee",https://www.linkedin.com/company/vehlo,PASS,,"No DevOps/Infrastructure/Platform/SRE/Cloud signal found in title, headline, or job description (free regex scan).",1,,,,no,Dev Ops Engineer,https://www.paycomonline.net/v4/ats/web.php/portal/C37076546421269875CF0EBC9683535B/jobs/370610,2026-05-27 0:00:00,"Job DetailsJob Location: Dallas, TX - Dallas, TX 75201Travel Percentage: NoneLocation: Remote (U.S.) About Vehlo: We started Vehlo in 2019 with a simple goal: to be the industry’s favorite provider of repair shop technology. Across every part of the auto repair industry, Vehlo is igniting vehicle service success with software and financial solutions that unlock your potential. Our founder-led products power the entire service lane experience and keep customers coming back with streamlined tools that help you handle communication, workflow automation, touchless payments, valet pickup, and much more. We’re out to simplify the customer journey from start to finish and give power back to the people under the hood, making their jobs easier and your shop more profitable —just ask our over 30,000 customers, who generate more than 60M annual repair orders, and process over $12B in payments volume annually. At Vehlo, our only purpose is your success, and together, we’re reaching your goals faster than ever. Being a Veep comes with more than a comprehensive benefits package—our biggest benefit is opportunity: Opportunity to make an impact, opportunity for growth, and opportunity for recognition and rewards. This is not a mega-corporation where you wonder what people are doing all day - every Veep is moving the ball forward day in, day out for our customers or for each other. About the Role: We're hiring a platform engineer to deliver our 2026 strategy across IT performance visibility, vulnerability and risk management, APM, and FinOps, which in practice means rolling out New Relic across our AWS accounts, migrating to GitHub Enterprise Advanced Security, building the Jira and Confluence foundation for risk and performance reporting, and standardizing the Terraform modules and GitHub Actions workflows a small team relies on. Day to day, you'll also handle the operational work that keeps the platform running, including Dependabot triage, alert tuning, deploy support, and one off brand requests. This is an all hands on keyboard team where every engineer ships code, writes Terraform, resolves incidents, and helps each other through hard problems rather than guarding private corners. What You’ll Do: New Relic & APM Implementation: Deploy and manage New Relic APM, infrastructure, and browser agents across AWS services (ECS, Elastic Beanstalk, Lambda, EC2, EKS). Establish standardized alert policies and dashboards using Terraform. Optimize telemetry ingest, manage drop rules, and control observability costs. GitHub Enterprise & Vulnerability Management: Lead migration to GitHub Enterprise, implementing SSO, branch protections, CODEOWNERS, and Advanced Security features. Develop reusable GitHub Actions workflows to streamline CI/CD. Operationalize vulnerability data into actionable Jira workflows with SLA tracking and brand-level reporting. Jira, Confluence & Reporting: Design and manage Jira projects, workflows, automation rules, and permissions. Administer Confl"
